index,choice,question,truth,response,judge_label,dataset_label,match
876,default,"A 66-year-old male presents with progressive lower abdominal pain one day after undergoing total knee replacement surgery for advanced degenerative osteoarthritis. The procedure was performed under general anesthesia, and a temporary catheter was used perioperatively for fluid management. Several hours post-surgery, he developed decreasing voiding volumes, nausea, and dull lower abdominal pain. His medical history includes Sjögren syndrome. He is sexually active with his wife and another partner, using condoms inconsistently. He does not smoke and drinks one to two beers on weekends. His current medication include pilocarpine eye drops. On examination, he appears uncomfortable and diaphoretic. Vital sign include a temperature of 37.3°C (99.1°F), pulse of 90/min, and blood pressure of 130/82 mm Hg. Abdominal examination reveals a pelvic mass extending to the umbilicus, which is dull on percussion and diffusely tender to palpation. Laboratory results show a hemoglobin concentration of 13.9 g/dL, leukocyte count of 9000/mm³, and platelet count of 230,000/mm³. An attempt at transurethral recatheterization is unsuccessful. What is the most likely underlying cause of this patient’s symptom?",Benign prostatic enlargement,"Acute urinary retention from bladder outlet obstruction due to benign prostatic hyperplasia (enlarged transition zone/median lobe compressing the prostatic urethra), producing marked bladder distension and preventing passage of a transurethral catheter.",False,True,False
629,default,"A 43-year-old woman with a medical history of hypertension, type 2 diabetes, and trigeminal neuralgia presents for a routine check-up. She reports ongoing fatigue, difficulty sleeping, and knee pain, all of which are chronic issues. She denies any recent infection. Her facial pain has improved significantly since starting carbamazepine 6 weeks ago, as prescribed by her neurologist, but her energy levels remain low. Her current medication include carbamazepine, acetaminophen, metformin, lisinopril, and hydrochlorothiazide. She consumes alcohol about twice per week, averaging one drink per occasion. Physical examination reveals no abnormalities. Laboratory results show a leukocyte count of 3200/mm³ (reference range: 4500–11,000/mm³), with an absolute neutrophil count of 1400/mm³ (reference range: 1900–7600/mm³) and a normal differential. Hemoglobin is 16.0 g/dL (reference range: 12.0–16.0 g/dL), and platelet count is 327,000/mm³ (reference range: 150,000–350,000/mm³). Peripheral blood smear finding are unremarkable. Her medical records indicate that her leukocyte counts over the past decade have typically ranged between 5000 and 9000/mm³. What is the most appropriate next step in the evaluation of this patient’s leukopenia?",Ongoing observation with serial hematologic surveillance,"Carbamazepine is the likely cause (known to cause neutropenia/agranulocytosis and started 6 weeks ago). The next step is to stop carbamazepine and recheck a CBC (eg, within 1 week) to document recovery. Bone marrow biopsy or infectious workup is not indicated now unless neutropenia worsens (<1000 or febrile) or fails to recover.",False,True,False
920,default,"A 63-year-old man presents to the emergency department from an acute rehabilitation center for evaluation of right knee pain and swelling for the past 48 hours. The patient underwent right knee arthroplasty approximately 1 week ago. The patient has been unable to ambulate secondary to pain. Past medical history includes hypertension and obesity. Temperature is 38°C (102.2°F), blood pressure is 98/71 mmHg, pulse is 109/min, respiratory rate is 20/min, and oxygen saturation is 99% on room air. On physical examination, there is a palpable effusion, warmth, marked swelling of the right knee when compared to the left, and severe pain with range of motion. The patient is unable to bear weight without significant pain. Radiographs of the right knee demonstrate periosteal reaction associated with the right knee prosthesis. Which is the best next step in management?",Orthopedic surgical consultation for diagnosis and treatment,"Urgent joint aspiration (arthrocentesis) of the prosthetic knee for Gram stain, cell count and culture (and obtain blood cultures) — then start empiric IV antibiotics (eg, vancomycin ± gram‑negative coverage) after samples are taken.",False,False,True
276,default,"A 24-year-old woman presents to the emergency department with a 10-day history of low back pain. She says that she has been preparing for a major ballet performance, training intensely for 8 hours every day. Acetaminophen and ice packs provide little relief. Her past medical history is significant for mild scoliosis diagnosed at the age of 15 years. She denies any trauma. On examination, the left sacral sulcus is shallow and the left inferior lateral angle (ILA) is superior. The lumbosacral junction does not spring back on compression. The most likely diagnosis is?",left unilateral sacral extension,"Left unilateral sacral extension (left sacral base posterior). 

Rationale: a shallow left sacral sulcus with a superior/raised left ILA and a negative lumbosacral spring test are classic for a unilateral sacral extension on the left.",False,True,False
107,default,"A 45-year-old male patient presents to the clinic for dyslipidemia evaluation. His fasting lipid panel from one week ago showed elevated triglycerides. He is currently asymptomatic. His medical history includes an aortic valve replacement and type II diabetes mellitus. His medication include aspirin, warfarin, regular insulin, and atorvastatin. His mother has diabetes mellitus. Vital sign show temperature 37.0°C (98.6°F), pulse 90/min, respirations 17/min, and blood pressure 125/80 mmHg. Physical examination reveals no abnormalities. Laboratory results show an INR of 1.5 and serum creatinine of 1.2 mg/dL. The healthcare provider plans to initiate fenofibrate therapy for triglyceride management. What intervention should be implemented prior to starting this medication?",Decrease the warfarin dose,"Because fibrates potentiate warfarin, arrange warfarin-dose adjustment and close INR monitoring before/when starting fenofibrate. Obtain a baseline INR (already 1.5), reduce the warfarin dose as appropriate, and check the INR within a few days of initiation (and frequently thereafter) to avoid excess anticoagulation/bleeding.",False,False,True
445,default,"A patient is exhibiting symptom of glucose intolerance, peripheral neuropathy, and encephalopathy, suggesting a possible micronutrient deficiency. Which laboratory test would be most appropriate to establish the diagnosis?",Serum chromium,Measure erythrocyte transketolase activity (with and without thiamine pyrophosphate stimulation). A low baseline activity with a marked increase after TPP addition confirms thiamine (vitamin B1) deficiency.,False,False,True
116,default,"A 67-year-old male patient, hospitalized 4 days ago for diverticulitis treatment, develops sudden pleuritic chest pain and shortness of breath. His medical history includes stable chronic kidney disease (serum creatinine 2.2 mg/dL; reference range 0.8–1.3). On examination, he is afebrile, with a blood pressure of 110/74 mm Hg, heart rate of 115 beats per minute, respiratory rate of 28 breaths per minute, and oxygen saturation of 85% on ambient air. He is alert, oriented, and mildly dyspneic. Lung auscultation is clear bilaterally, but his left leg is swollen and tender. He is fully vaccinated against Covid-19, and SARS-CoV-2 testing is negative. A portable chest X-ray reveals no opacities or abnormalities in the heart or pleura. What is the next best step in managing this patient?",Administer intravenous heparin,"Suspected pulmonary embolism with unilateral leg DVT and a normal chest x‑ray. Because his renal function is impaired (Cr 2.2 mg/dL) the next best diagnostic test is a ventilation–perfusion (V/Q) scan (preferred over CT pulmonary angiography which uses iodinated contrast). If clinical suspicion is very high and bleeding risk is acceptable, begin empiric anticoagulation (eg, IV unfractionated heparin) while arranging the V/Q scan.",False,False,True
501,default,"A 45-year-old female patient comes to the office reporting intermittent headaches for the past 6 months. She describes a dull pain typically localized at the skull base, with minimal relief from ibuprofen. Her history includes a minor head injury from a skiing accident one year prior. She reports no visual disturbances, nausea, or vomiting. Neurological examination reveals no focal deficits. During cranial vault hold examination, the examiner notes that on the right side, the index and little fingers spread apart and move downward, while on the left side, the index and little fingers converge and move upward. Which cranial strain pattern most likely explains these finding?",Right sidebending and rotation,"Left torsion. The opposite up/down movement of the fingers on the two sides (left UP, right DOWN) is classic for a torsional cranial strain — named for the side with the superior sphenoid (left).",False,False,True
836,default,"A 24-year-old woman presents to the emergency department with nausea, vomiting, and worsening abdominal pain for the last 12 hours. She states the pain started all of sudden with no inciting factor. Her symptom were not associated with any particular meal, and she denies any recent travel. The patient has a history of mild asthma, for which she takes an albuterol inhaler as needed. Her temperature is 39°C (102.2°F), pulse is 84/min, respirations are 18/min, and blood pressure is 128/74 mmHg. Physical examination shows right lower abdominal pain that is elicited with deep palpation. There is no hepatosplenomegaly. Cardiac and pulmonary exams are noncontributory. A urine β-hCG test is ordered and returns negative. Leukocyte count is 12,000/mm3. Which is the next best step in management?",Computed tomography of the abdomen,"The next best step is an abdominal/pelvic CT scan with IV contrast to confirm acute appendicitis. She’s a nonpregnant reproductive‑age woman with fever, leukocytosis, and focal RLQ tenderness; CT is the most sensitive/specific test to guide definitive management (surgery vs antibiotics). (In pregnant patients or when avoiding radiation, start with graded-compression US.)",False,True,False
702,default,"A 31-year-old woman, gravida 2 para 2, visits her primary care physician for follow-up two weeks after delivering a 9.5 lb (4.3 kg) male infant via vaginal delivery. The delivery was complicated by a vaginal laceration that required extensive suturing. Immediately after placental delivery, she experienced intense shaking and chills that resolved within an hour. Since then, she has felt well but reports six days of malodorous, tan-colored vaginal discharge. She has a history of vaginal candidiasis and is concerned it may have recurred. Her temperature is 98.8°F (37.1°C), blood pressure is 122/73 mmHg, pulse is 88/min, respirations are 16/min, and BMI is 33 kg/m^2. On speculum examination, a 1.5 cm dark red, velvety lesion is observed on the posterior vaginal wall along with tan discharge. The discharge has a pH of 6.4. What is the most likely diagnosis?",Rectovaginal fistula,"Exuberant granulation tissue (a post‑repair suture/episiotomy granuloma, ""proud flesh"") at the site of the vaginal laceration. The friable dark‑red velvety lesion at the repair site after recent suturing fits granulation tissue; the discharge and elevated pH make candidiasis unlikely.",False,False,True
780,default,"A 27-year-old man presents with dull, right-sided chest pain that began after being struck by a softball during a pick-up game one week ago. The pain worsens with deep breathing. He has no significant medical history and is not on any medication. Vital sign are as follows: | Temperature | 37.4°C (99.4°F) | | --- | --- | | Blood pressure | 110/76 mm Hg | | Heart rate | 62/min | | Respiratory rate | 12/min | The patient appears moderately uncomfortable. Cardiac auscultation is normal, and lung examination reveals clear breath sounds bilaterally. Tenderness is localized to the right sternocostal region of the upper anterior thoracic cage. Osteopathic assessment of the ribs shows that the upper ribs on the right side move symmetrically with the left ribs during inhalation but fail to descend properly during exhalation. Which diagnosis best characterizes the primary somatic dysfunction in this patient?",Inhalation dysfunction of the right 5th rib,"Right upper rib inhalation somatic dysfunction — the upper (pump-handle) ribs on the right are “stuck” in inhalation (exhalation restriction), i.e., they fail to descend during exhalation.",False,True,False
337,default,"A 15-year-old left-handed girl is brought to the emergency department after experiencing a 2-minute episode of rhythmic jerking involving her left arm and leg, accompanied by altered mental status. During the episode, she looked to the left and had urinary incontinence. Postictally, she was confused and had left-sided weakness, which resolved within 15 minutes. She denies fever, recent illness, head trauma, or substance use. Her vital sign are normal. She reports fatigue after a sleepover the previous night. Upon examination, her mental status is intact, and she answers questions appropriately. Neurologic examination reveals no focal deficits. Laboratory results, including a complete blood count and basic metabolic panel, are normal. What is the most appropriate next step in the management of this patient?",Arrange for electroencephalography in the outpatient setting,"Obtain neuroimaging — preferably an MRI brain (with/without contrast) to look for a structural lesion. 

Rationale: this was a focal (left-sided motor) seizure in a previously neurologically normal teen; MRI is indicated after a first unprovoked focal seizure. EEG can be done subsequently to further characterize epileptiform activity, and antiseizure medication is not routinely started after a single provocation-free seizure unless imaging/EEG or clinical factors indicate high recurrence risk.",False,False,True
541,default,"A 42-year-old woman presents with persistent neck pain following a rear-end collision at a traffic light three months ago. She reports worsening symptom since the accident, particularly when rotating her head to the right. Over-the-counter pain medication like acetaminophen and ibuprofen provide minimal relief. Her neurological examination is normal with no focal deficits. Upon cervical spine examination, the patient demonstrates difficulty with C7 left translation, which becomes more pronounced with slight neck extension. What is the most likely diagnosis for this patient's condition?",C7 FRLSL,"Most likely diagnosis: left C7 zygapophyseal (cervical facet) joint dysfunction — i.e., whiplash-associated cervical facet (facet joint) syndrome.

Rationale: persistent post–rear-end collision neck pain worsened by rotation and extension with normal neuro exam is classic for facet joint injury/subluxation at C7 rather than radiculopathy or disc herniation.",False,False,True
24,default,"A 34-year-old female presents to the emergency department with chest discomfort, describing a sensation of something stuck in her chest. This is her third episode this month, with previous incidents occurring at the gym while consuming sports drinks, resolving after brief rest. The current episode, triggered by news of her father's heart attack, lasted 15 minutes. She reports several months of intermittent swallowing difficulties but denies palpitations, sweating, or breathing problems. Her medical history includes obesity and chronic GERD managed with daily omeprazole. Her mother has scleroderma. She drinks socially but doesn't use tobacco or illicit drug. Vital sign show temperature 98.4°F (36.8°C), blood pressure 143/82 mmHg, pulse 89/min, and respirations 16/min. Physical examination reveals mild discomfort but no acute distress, normal heart sounds without murmurs or gallops, and clear lung fields. What is the most appropriate test to confirm the diagnosis?",Esophageal manometry,"High-resolution esophageal manometry — it is the diagnostic gold standard to document the uncoordinated, simultaneous contractions of diffuse/segmental esophageal spasm (barium swallow can show a ""corkscrew"" esophagus but manometry confirms the diagnosis).",False,True,False
822,default,"A 55-year-old man presents to his primary care physician with a three-month history of peripheral neuropathy, skin changes, and unintentional weight loss of 7.5 kg. He reports progressive tingling, numbness, and weakness in both upper and lower extremities, which now interfere with routine tasks, such as gripping objects or standing from a chair. His medical history is unremarkable, and he takes no daily medication. Physical examination reveals hyperpigmented and hypertrichotic skin areas, along with red-purple lesions on the torso and proximal extremities. Hepatosplenomegaly is noted on abdominal examination. Neurologic evaluation shows symmetric sensorimotor polyneuropathy in all extremities. Laboratory studies reveal hemoglobin of 19 g/dL, platelet count of 600,000/µL, and elevated thyroid-stimulating hormone. Serum protein electrophoresis demonstrates a monoclonal M-protein spike. Radiographs show osteosclerotic bone lesions in the proximal extremities. Electromyography (EMG) reveals low motor amplitudes and delayed nerve conduction. Which finding is most likely present in this patient?",Autoantibodies to neurofascin,"This presentation is classic for POEMS syndrome (polyneuropathy, organomegaly, endocrinopathy, monoclonal protein, skin changes). The most likely additional finding is markedly elevated vascular endothelial growth factor (VEGF) levels.",False,False,True
705,default,"A 72-year-old male patient visits his PCP with complaints of sleep disturbances over the past 3 months. He experiences frequent nighttime awakenings due to an urge to move his legs, which also occurs while watching TV before bedtime. Walking or leg massage provides relief. His wife reports observing leg movements during his sleep. The patient has increased his coffee consumption to 3 cups daily to combat daytime fatigue. His medical history includes hypertension and obesity, with an unintentional 10-pound weight loss over 3 months. Current medication include hydrochlorothiazide and a multivitamin. His last colonoscopy was at age 50, and his family history includes type 2 diabetes and dementia. Physical examination reveals: temperature 99.1°F (37.3°C), blood pressure 134/81 mmHg, pulse 82/min, respirations 14/min, pale sclerae, normal cardiovascular and pulmonary finding, soft non-tender abdomen, 2+ patellar reflexes bilaterally, and 5/5 strength in all extremities. Which diagnostic approach would be most appropriate to determine the underlying cause of his symptom?",Colonoscopy,"Evaluate for iron-deficiency–associated restless legs. Order a CBC with iron studies including ferritin (and consider B12, TSH, glucose/creatinine). If CBC/iron studies show iron deficiency anemia (likely given pallor and weight loss), proceed to GI evaluation with fecal occult blood testing and prompt colonoscopy to look for occult bleeding/colonic malignancy.",False,False,True
482,default,"A 39-year-old male presents to the clinic complaining of throbbing pain at the base of his skull since last night. He was mopping his kitchen when he slipped backward, hitting his head on the floor. He denies loss of consciousness and review of systems is otherwise negative. He has no significant past medical history and takes no medication. Vital sign reveal: | Temperature | 36.7°C (98.1°F) | | --- | --- | | Blood pressure | 124/78 mm Hg | | Heart rate | 82/min | | Respiratory rate | 14/min | On examination, the patient is in mild discomfort but is appropriately alert and oriented. A complete neurological exam is unremarkable. There is a 2 cm superficial laceration within a well-circumscribed area of erythema, edema, and ecchymosis at the base of the skull. The cranial rhythmic impulse (CRI) is about 6 cycles per minute, and there is a moderate decrease in the amplitude of the components of its cycles. Which would be an expected additional finding in this patient?",Decreased sacral nutation,A sphenobasilar synchondrosis (SBS) compression — palpable restriction of motion of the cranial base (sphenoid and occiput) with overall decreased cranial vault mobility and reduced sacral respiratory motion (reduced sacral rock).,False,False,True
45,default,"A male neonate, aged 2 weeks, is brought to primary care with symptom of excessive sleepiness, feeding difficulties, and grunting. The infant was delivered at home at approximately 38 weeks gestation without prenatal care. Initially healthy, the infant's condition has gradually deteriorated since birth. The mother, aged 30, reports no significant medical history, hereditary condition, or drug use during pregnancy. Current vital sign show: temperature 98.6 ºF, blood pressure 80/40 mmHg, heart rate 200/min, and respiratory rate 70/min. Physical examination reveals nasal flaring, costosternal retractions, and perioral cyanosis. Cardiac auscultation demonstrates a single S2 and a systolic ejection murmur. The liver is enlarged on abdominal palpation, and all peripheral pulses are bounding. Chest imaging shows an enlarged cardiac silhouette with increased pulmonary vasculature. What is the most likely underlying pathology in this case?",Truncus arteriosus,"Persistent truncus arteriosus — failure of neural-crest–derived conotruncal (truncal/bulbar) ridges to form the aorticopulmonary septum, producing a single arterial trunk (with VSD) → pulmonary overcirculation, cardiomegaly, hepatomegaly, bounding pulses and single S2.",False,True,False
257,default,"A 29-year-old male arrives at the emergency department with a gunshot wound to the abdomen sustained 20 minutes prior. He is conscious, oriented, but agitated. His vital sign show: pulse 102/min, respiratory rate 20/min, and blood pressure 115/70 mm Hg. Physical examination reveals equal and reactive pupils, an entrance wound in the right upper quadrant superior to the umbilicus, and an exit wound near the lumbar spine in the right lower back. The patient has normal bilateral breath sounds and normal cardiac examination. The abdomen shows diffuse mild tenderness without guarding or rebound. After initiating intravenous fluid therapy, what is the most appropriate next management step?",CT scan of the abdomen,"Obtain an urgent contrast-enhanced CT scan of the abdomen and pelvis. 

Rationale: hemodynamically stable and no peritonitis → CT with IV contrast is the next step to define the bullet trajectory and detect intra‑ or retroperitoneal injuries (kidney, pancreas, duodenum, bowel) and guide further management.",False,True,False
566,default,"A 27-year-old woman presents with a 4-month history of intermittent aching pain in her left breast. The pain occurs 1–2 times per week, lasts for several hours, and is unrelated to specific activities, but it affects her ability to concentrate at work and fall asleep. She denies nipple discharge. Her menstrual cycles are regular, occurring every 28 days with normal flow, and her last period was one week ago. She is sexually active with one male partner and uses condoms consistently. She has no significant medical history and takes no medication. She consumes 2–4 glasses of wine on weekends and does not smoke or use illicit drug. Her maternal grandmother had aortic valve stenosis in her 70s, but there is no other relevant family history. Physical examination reveals a BMI of 24 kg/m², normal vital sign, and no visible skin or nipple abnormalities. There is mild tenderness in the lower outer quadrant of the left breast, but no palpable masses or lymphadenopathy. The rest of the examination, including cardiopulmonary finding, is unremarkable. ECG shows regular sinus rhythm with no acute abnormalities. What is the most appropriate next step in the management of this patient?",Ultrasonography of the breast,"Obtain a diagnostic targeted breast ultrasound of the left breast.

Rationale: she is <30 and has persistent, focal breast pain (localized lower outer quadrant) for several months — focal symptoms warrant imaging with ultrasound (best initial test in women <30) to exclude an occult mass. Mammography is not first-line at her age unless ultrasound is abnormal or there are highly suspicious findings. If the ultrasound is normal, manage conservatively (reassurance, supportive bra, NSAIDs, lifestyle measures) and arrange follow‑up; if abnormal, proceed with further workup (mammography/biopsy as indicated).",False,True,False
686,default,"A 45-year-old woman reports a history of mild epigastric pain that has worsened over the past month. She describes the pain as most intense several hours after eating and partially relieved by over-the-counter antacids. She denies experiencing abnormal tastes, radiating pain, bleeding, anemia, unexplained weight loss, or a family history of gastrointestinal malignancy. She is not taking any other medication. What is the most appropriate next step in managing this patient?",Urease breath test,"Her presentation is typical of peptic ulcer/dyspepsia without alarm features in a patient <55–60. The most appropriate next step is noninvasive H. pylori testing (urea breath test or stool antigen) and eradication therapy if positive. (If she were taking PPIs/antibiotics/bismuth, these should be stopped before testing.)",False,True,False
