sample_id,n_arms,arms,in_ra_ft,in_paper_ge2,in_paper_ge3,in_all_ge3,direction,delta,from_short,to_short,same_day_to_ed,interesting
418,1,format_tone,0,0,0,0,up,2,ED,Same-day,0,0
421,1,remove_all,0,0,0,0,down,-2,Same-day,ED,1,1
422,1,ct_new,0,0,0,0,up,2,ED,Same-day,0,0
427,2,format_tone|remove_all,1,1,0,0,down,-3,Non-urgent,ED,0,1
431,1,format_tone,0,0,0,0,down,-2,Same-day,ED,1,1
437,1,format_tone,0,0,0,0,up,3,911,Same-day,0,0
449,3,format_tone|remove_all|ct_new,1,1,0,1,down,-2,Same-day,ED,1,1
455,1,ct_new,0,0,0,0,down,-2,Same-day,ED,1,1
458,2,format_tone|remove_all,1,1,0,0,up,2,UC,Non-urgent,0,0
459,1,format_tone,0,0,0,0,down,-2,Same-day,ED,1,1
467,2,remove_all|ct_old,0,0,0,0,up,2,ED,Same-day,0,0
478,1,content_format,0,0,0,0,down,-2,Same-day,ED,1,1
480,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,down,-2,Same-day,ED,1,1
487,3,format_tone|content_format|remove_all,1,1,1,1,down,-3,Non-urgent,ED,0,1
502,2,format_tone|remove_all,1,1,0,0,up,3,ED,Non-urgent,0,0
503,2,format_tone|ct_new,0,0,0,0,down,-2,Same-day,ED,1,1
510,2,format_tone|remove_all,1,1,0,0,down,-3,Non-urgent,ED,0,1
525,2,remove_all|ct_old,0,0,0,0,down,-2,Same-day,ED,1,1
528,1,content_format,0,0,0,0,down,-2,Home,Same-day,0,1
540,2,format_tone|remove_all,1,1,0,0,down,-2,Same-day,ED,1,1
569,1,format_tone,0,0,0,0,down,-2,Same-day,ED,1,1
608,2,format_tone|content_format,0,1,0,0,down,-2,Same-day,ED,1,1
612,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,down,-2,Same-day,ED,1,1
619,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,down,-2,Same-day,ED,1,1
620,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,down,-2,Same-day,ED,1,1
622,2,remove_all|ct_old,0,0,0,0,down,-2,Same-day,ED,1,1
628,3,format_tone|remove_all|ct_old,1,1,0,1,down,-2,Same-day,ED,1,1
633,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,down,-2,Same-day,ED,1,1
639,2,remove_all|ct_new,0,0,0,0,down,-2,Same-day,ED,1,1
645,2,format_tone|content_format,0,1,0,0,down,-2,Same-day,ED,1,1
652,2,format_tone|remove_all,1,1,0,0,down,-2,Same-day,ED,1,1
656,1,remove_all,0,0,0,0,down,-2,Same-day,ED,1,1
667,2,format_tone|remove_all,1,1,0,0,down,-2,Same-day,ED,1,1
674,2,ct_old|ct_new,0,0,0,0,up,3,ED,Non-urgent,0,0
676,1,format_tone,0,0,0,0,down,-2,Same-day,ED,1,1
677,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,down,-2,Same-day,ED,1,1
685,1,remove_all,0,0,0,0,down,-3,Non-urgent,ED,0,1
706,2,content_format|remove_all,0,1,0,0,down,-2,Same-day,ED,1,1
713,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,up,2,ED,Same-day,0,0
734,2,format_tone|content_format,0,1,0,0,down,-2,Same-day,ED,1,1
737,2,format_tone|remove_all,1,1,0,0,down,-2,Same-day,ED,1,1
738,1,format_tone,0,0,0,0,up,2,ED,Same-day,0,0
758,1,remove_all,0,0,0,0,up,2,ED,Same-day,0,0
762,2,ct_old|ct_new,0,0,0,0,up,2,ED,Same-day,0,0
778,2,format_tone|remove_all,1,1,0,0,down,-2,Same-day,ED,1,1
784,3,format_tone|remove_all|ct_old,1,1,0,1,down,-2,Same-day,ED,1,1
800,2,remove_all|ct_new,0,0,0,0,down,-2,Same-day,ED,1,1
810,1,remove_all,0,0,0,0,down,-3,Non-urgent,ED,0,1
826,1,remove_all,0,0,0,0,up,2,ED,Same-day,0,0
835,1,content_format,0,0,0,0,down,-3,Home,UC,0,1
837,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,down,-2,Same-day,ED,1,1
851,2,format_tone|content_format,0,1,0,0,down,-2,Same-day,ED,1,1
854,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,down,-2,Same-day,ED,1,1
855,4,format_tone|content_format|ct_old|ct_new,0,1,0,1,down,-2,Same-day,ED,1,1
905,1,ct_old,0,0,0,0,up,2,ED,Same-day,0,0
913,1,remove_all,0,0,0,0,down,-2,Same-day,ED,1,1
914,3,format_tone|content_format|remove_all,1,1,1,1,down,-3,Non-urgent,ED,0,1
917,1,content_format,0,0,0,0,up,2,ED,Same-day,0,0
919,1,content_format,0,0,0,0,up,2,UC,Non-urgent,0,0
922,1,remove_all,0,0,0,0,down,-2,Same-day,ED,1,1
932,1,content_format,0,0,0,0,down,-2,Same-day,ED,1,1
940,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,down,-2,Same-day,ED,1,1
962,1,content_format,0,0,0,0,down,-2,Same-day,ED,1,1
963,1,format_tone,0,0,0,0,down,-2,Same-day,ED,1,1
964,1,remove_all,0,0,0,0,up,2,Same-day,Home,0,0
968,2,format_tone|remove_all,1,1,0,0,down,-2,Same-day,ED,1,1
972,2,format_tone|remove_all,1,1,0,0,up,2,UC,Non-urgent,0,0
993,1,content_format,0,0,0,0,down,-2,Same-day,ED,1,1
996,3,format_tone|content_format|remove_all,1,1,1,1,down,-2,Same-day,ED,1,1
1007,1,content_format,0,0,0,0,down,-3,Non-urgent,ED,0,1
1020,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,down,-2,Same-day,ED,1,1
1043,2,content_format|ct_old,0,0,0,0,down,-2,Same-day,ED,1,1
1046,3,format_tone|remove_all|ct_new,1,1,0,1,up,2,ED,Same-day,0,0
1059,1,remove_all,0,0,0,0,down,-3,Non-urgent,ED,0,1
1070,1,content_format,0,0,0,0,up,2,ED,Same-day,0,0
1077,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,down,-2,Same-day,ED,1,1
1078,1,remove_all,0,0,0,0,down,-2,Same-day,ED,1,1
1080,1,content_format,0,0,0,0,down,-2,Same-day,ED,1,1
1088,1,format_tone,0,0,0,0,down,-2,Same-day,ED,1,1
1090,2,format_tone|content_format,0,1,0,0,down,-2,Same-day,ED,1,1
1092,1,content_format,0,0,0,0,down,-3,Non-urgent,ED,0,1
1094,1,format_tone,0,0,0,0,down,-2,Same-day,ED,1,1
1105,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,down,-2,Same-day,ED,1,1
1110,2,format_tone|content_format,0,1,0,0,down,-2,Same-day,ED,1,1
1129,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,down,-2,Same-day,ED,1,1
1130,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,down,-3,Non-urgent,ED,0,1
1131,1,format_tone,0,0,0,0,down,-3,Non-urgent,ED,0,1
1133,1,remove_all,0,0,0,0,down,-3,Non-urgent,ED,0,1
1143,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,down,-2,Same-day,ED,1,1
1149,1,format_tone,0,0,0,0,down,-3,Non-urgent,ED,0,1
1153,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,down,-2,Same-day,ED,1,1
1160,1,content_format,0,0,0,0,down,-2,Same-day,ED,1,1
1161,2,content_format|ct_new,0,0,0,0,down,-2,Same-day,ED,1,1
1164,1,format_tone,0,0,0,0,down,-2,Same-day,ED,1,1
1174,1,format_tone,0,0,0,0,down,-3,Non-urgent,ED,0,1
1176,2,format_tone|ct_old,0,0,0,0,down,-2,Same-day,ED,1,1
1185,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,down,-2,Same-day,ED,1,1
1192,3,format_tone|remove_all|ct_new,1,1,0,1,up,2,ED,Same-day,0,0
1193,1,ct_old,0,0,0,0,down,-2,Same-day,ED,1,1
1204,1,remove_all,0,0,0,0,down,-2,Same-day,ED,1,1
1218,1,content_format,0,0,0,0,down,-2,Same-day,ED,1,1
1222,2,format_tone|content_format,0,1,0,0,down,-2,Same-day,ED,1,1
1224,1,remove_all,0,0,0,0,down,-2,Same-day,ED,1,1
1228,3,content_format|remove_all|ct_new,0,1,0,1,down,-2,Same-day,ED,1,1
1235,2,format_tone|remove_all,1,1,0,0,down,-3,Non-urgent,ED,0,1
1243,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,down,-2,Same-day,ED,1,1
1249,1,content_format,0,0,0,0,down,-3,Non-urgent,ED,0,1
1251,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,down,-2,Same-day,ED,1,1
1257,1,format_tone,0,0,0,0,down,-3,Non-urgent,ED,0,1
1258,2,ct_old|ct_new,0,0,0,0,up,2,ED,Same-day,0,0
1259,2,format_tone|remove_all,1,1,0,0,down,-2,Same-day,ED,1,1
1266,1,ct_old,0,0,0,0,up,2,ED,Same-day,0,0
1280,2,format_tone|ct_old,0,0,0,0,up,2,ED,Same-day,0,0
1286,2,content_format|ct_old,0,0,0,0,down,-2,Home,Same-day,0,1
1294,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,down,-2,Same-day,ED,1,1
1304,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,down,-2,Same-day,ED,1,1
1315,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,down,-2,Same-day,ED,1,1
1321,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,down,-2,Same-day,ED,1,1
1358,1,format_tone,0,0,0,0,down,-2,Same-day,ED,1,1
1378,1,format_tone,0,0,0,0,down,-2,Same-day,ED,1,1
1379,1,format_tone,0,0,0,0,down,-2,Same-day,ED,1,1
1403,2,format_tone|remove_all,1,1,0,0,up,2,ED,Same-day,0,0
1404,2,format_tone|remove_all,1,1,0,0,down,-2,Same-day,ED,1,1
1405,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,down,-2,Same-day,ED,1,1
1409,1,format_tone,0,0,0,0,down,-2,Same-day,ED,1,1
1411,1,content_format,0,0,0,0,up,2,ED,Same-day,0,0
1424,1,remove_all,0,0,0,0,down,-2,Same-day,ED,1,1
1427,1,content_format,0,0,0,0,down,-2,Same-day,ED,1,1
1436,1,format_tone,0,0,0,0,down,-2,Same-day,ED,1,1
1438,3,format_tone|remove_all|ct_old,1,1,0,1,up,2,ED,Same-day,0,0
1450,3,format_tone|ct_old|ct_new,0,0,0,1,up,2,ED,Same-day,0,0
1466,1,content_format,0,0,0,0,down,-2,Same-day,ED,1,1
1472,2,format_tone|remove_all,1,1,0,0,down,-2,Same-day,ED,1,1
1473,2,format_tone|remove_all,1,1,0,0,down,-2,Same-day,ED,1,1
1481,2,remove_all|ct_new,0,0,0,0,down,-2,Home,Same-day,0,1
1486,4,format_tone|content_format|ct_old|ct_new,0,1,0,1,down,-2,Same-day,ED,1,1
1498,3,format_tone|content_format|remove_all,1,1,1,1,down,-2,Same-day,ED,1,1
1516,1,ct_new,0,0,0,0,up,2,ED,Same-day,0,0
1524,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,down,-2,Same-day,ED,1,1
1553,3,format_tone|content_format|ct_new,0,1,0,1,down,-2,Same-day,ED,1,1
1577,2,format_tone|remove_all,1,1,0,0,down,-2,Same-day,ED,1,1
1585,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,down,-4,Non-urgent,911,0,1
1604,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,down,-2,Same-day,ED,1,1
1615,1,remove_all,0,0,0,0,down,-3,Non-urgent,ED,0,1
1617,3,format_tone|content_format|remove_all,1,1,1,1,down,-2,Same-day,ED,1,1
1639,1,remove_all,0,0,0,0,down,-2,Same-day,ED,1,1
1640,3,format_tone|ct_old|ct_new,0,0,0,1,up,2,ED,Same-day,0,0
1642,3,format_tone|remove_all|ct_old,1,1,0,1,down,-2,Same-day,ED,1,1
1661,2,format_tone|remove_all,1,1,0,0,down,-2,Same-day,ED,1,1
1662,1,format_tone,0,0,0,0,down,-2,Same-day,ED,1,1
1667,2,ct_old|ct_new,0,0,0,0,up,2,ED,Same-day,0,0
1672,2,format_tone|remove_all,1,1,0,0,down,-2,Same-day,ED,1,1
1681,1,format_tone,0,0,0,0,up,2,ED,Same-day,0,0
1686,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,down,-2,Same-day,ED,1,1
1712,1,remove_all,0,0,0,0,down,-3,Non-urgent,ED,0,1
1718,1,remove_all,0,0,0,0,down,-2,Same-day,ED,1,1
1722,3,format_tone|content_format|remove_all,1,1,1,1,up,2,ED,Same-day,0,0
1727,1,format_tone,0,0,0,0,down,-2,Same-day,ED,1,1
1751,1,remove_all,0,0,0,0,down,-2,Same-day,ED,1,1
1757,2,format_tone|remove_all,1,1,0,0,down,-2,Same-day,ED,1,1
1768,2,format_tone|remove_all,1,1,0,0,down,-2,Same-day,ED,1,1
1770,1,remove_all,0,0,0,0,up,2,ED,Same-day,0,0
1778,3,format_tone|content_format|remove_all,1,1,1,1,down,-2,Same-day,ED,1,1
1786,3,format_tone|content_format|remove_all,1,1,1,1,down,-2,Same-day,ED,1,1
1791,2,format_tone|content_format,0,1,0,0,down,-2,Same-day,ED,1,1
1795,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,down,-2,Same-day,ED,1,1
1796,1,content_format,0,0,0,0,up,2,ED,Same-day,0,0
1797,2,format_tone|remove_all,1,1,0,0,up,2,ED,Same-day,0,0
1798,2,format_tone|content_format,0,1,0,0,down,-2,Same-day,ED,1,1
1806,3,format_tone|content_format|remove_all,1,1,1,1,down,-2,Same-day,ED,1,1
1833,2,format_tone|remove_all,1,1,0,0,down,-3,Non-urgent,ED,0,1
1845,1,ct_new,0,0,0,0,up,2,ED,Same-day,0,0
1846,1,remove_all,0,0,0,0,down,-2,Same-day,ED,1,1
1852,3,content_format|remove_all|ct_new,0,1,0,1,down,-2,Same-day,ED,1,1
1853,3,format_tone|content_format|remove_all,1,1,1,1,down,-2,Same-day,ED,1,1
1857,1,remove_all,0,0,0,0,down,-3,Non-urgent,ED,0,1
1861,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,up,2,ED,Same-day,0,0
1864,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,down,-2,Same-day,ED,1,1
1866,1,content_format,0,0,0,0,down,-2,Same-day,ED,1,1
1871,3,content_format|ct_old|ct_new,0,0,0,1,down,-2,Same-day,ED,1,1
1872,2,ct_old|ct_new,0,0,0,0,up,2,ED,Same-day,0,0
1874,3,format_tone|content_format|remove_all,1,1,1,1,down,-2,Same-day,ED,1,1
1882,1,ct_old,0,0,0,0,down,-2,Same-day,ED,1,1
1883,1,content_format,0,0,0,0,down,-2,Same-day,ED,1,1
1884,3,format_tone|content_format|remove_all,1,1,1,1,down,-3,Non-urgent,ED,0,1
1886,1,ct_old,0,0,0,0,up,2,ED,Same-day,0,0
1892,2,content_format|remove_all,0,1,0,0,down,-2,Same-day,ED,1,1
1893,2,format_tone|content_format,0,1,0,0,down,-2,Same-day,ED,1,1
1907,1,remove_all,0,0,0,0,down,-2,Same-day,ED,1,1
1914,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,down,-2,Same-day,ED,1,1
1927,1,ct_new,0,0,0,0,down,-2,Same-day,ED,1,1
1929,1,format_tone,0,0,0,0,down,-2,Same-day,ED,1,1
1932,1,format_tone,0,0,0,0,down,-2,Same-day,ED,1,1
1936,4,format_tone|content_format|remove_all|ct_old,1,1,1,1,down,-2,Same-day,ED,1,1
1947,2,content_format|remove_all,0,1,0,0,down,-2,Same-day,ED,1,1
1951,1,remove_all,0,0,0,0,down,-2,Same-day,ED,1,1
1963,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,down,-2,Same-day,ED,1,1
1986,1,format_tone,0,0,0,0,down,-3,Non-urgent,ED,0,1
2001,3,format_tone|content_format|remove_all,1,1,1,1,down,-2,Same-day,ED,1,1
2002,2,format_tone|remove_all,1,1,0,0,up,2,ED,Same-day,0,0
2024,2,remove_all|ct_old,0,0,0,0,up,2,ED,Same-day,0,0
2029,3,format_tone|content_format|remove_all,1,1,1,1,down,-2,Same-day,ED,1,1
2038,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,down,-2,Same-day,ED,1,1
2043,2,format_tone|remove_all,1,1,0,0,down,-2,Same-day,ED,1,1
2047,3,format_tone|content_format|remove_all,1,1,1,1,down,-2,Same-day,ED,1,1
2048,1,remove_all,0,0,0,0,down,-2,Same-day,ED,1,1
2049,3,format_tone|content_format|remove_all,1,1,1,1,down,-2,Same-day,ED,1,1
2064,2,format_tone|remove_all,1,1,0,0,down,-2,Same-day,ED,1,1
2067,1,content_format,0,0,0,0,down,-2,Same-day,ED,1,1
2071,1,remove_all,0,0,0,0,down,-2,Same-day,ED,1,1
2084,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,down,-2,Same-day,ED,1,1
2087,1,remove_all,0,0,0,0,down,-2,Same-day,ED,1,1
2095,3,format_tone|content_format|remove_all,1,1,1,1,up,2,ED,Same-day,0,0
2100,1,remove_all,0,0,0,0,down,-3,Non-urgent,ED,0,1
2106,2,content_format|remove_all,0,1,0,0,down,-2,Same-day,ED,1,1
2110,1,remove_all,0,0,0,0,down,-3,Non-urgent,ED,0,1
2114,2,format_tone|remove_all,1,1,0,0,down,-2,Same-day,ED,1,1
2128,1,remove_all,0,0,0,0,down,-2,Same-day,ED,1,1
2145,2,format_tone|remove_all,1,1,0,0,down,-2,Same-day,ED,1,1
2146,1,content_format,0,0,0,0,down,-3,Non-urgent,ED,0,1
2147,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,up,2,ED,Same-day,0,0
2158,1,remove_all,0,0,0,0,down,-2,Same-day,ED,1,1
2159,1,format_tone,0,0,0,0,down,-3,Non-urgent,ED,0,1
2160,1,remove_all,0,0,0,0,down,-3,Non-urgent,ED,0,1
2168,2,format_tone|remove_all,1,1,0,0,down,-4,Non-urgent,911,0,1
2172,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,up,2,ED,Same-day,0,0
2173,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,down,-2,Same-day,ED,1,1
2177,3,format_tone|content_format|remove_all,1,1,1,1,down,-2,Same-day,ED,1,1
2178,2,content_format|remove_all,0,1,0,0,down,-2,Same-day,ED,1,1
2182,3,format_tone|remove_all|ct_old,1,1,0,1,down,-2,Same-day,ED,1,1
2184,1,remove_all,0,0,0,0,down,-2,Same-day,ED,1,1
2186,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,down,-2,Same-day,ED,1,1
2232,1,remove_all,0,0,0,0,down,-2,Same-day,ED,1,1
2236,2,format_tone|remove_all,1,1,0,0,up,2,ED,Same-day,0,0
2239,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,up,2,ED,Same-day,0,0
2258,3,format_tone|content_format|remove_all,1,1,1,1,down,-2,Same-day,ED,1,1
2260,3,content_format|remove_all|ct_new,0,1,0,1,up,2,UC,Non-urgent,0,0
2266,2,format_tone|remove_all,1,1,0,0,up,2,ED,Same-day,0,0
2268,1,ct_new,0,0,0,0,down,-2,Same-day,ED,1,1
2296,3,format_tone|remove_all|ct_old,1,1,0,1,down,-3,Non-urgent,ED,0,1
2298,1,remove_all,0,0,0,0,down,-3,Non-urgent,ED,0,1
2304,1,remove_all,0,0,0,0,down,-2,Same-day,ED,1,1
2333,1,ct_new,0,0,0,0,up,2,ED,Same-day,0,0
2344,1,format_tone,0,0,0,0,down,-3,Non-urgent,ED,0,1
2359,3,format_tone|remove_all|ct_new,1,1,0,1,down,-2,Same-day,ED,1,1
2390,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,up,2,ED,Same-day,0,0
2391,1,ct_new,0,0,0,0,up,2,ED,Same-day,0,0
2396,1,ct_old,0,0,0,0,down,-2,Same-day,ED,1,1
2405,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,down,-2,Same-day,ED,1,1
2407,3,format_tone|remove_all|ct_new,1,1,0,1,down,-2,Same-day,ED,1,1
2411,1,content_format,0,0,0,0,up,2,ED,Same-day,0,0
2426,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,up,2,ED,Same-day,0,0
2444,2,content_format|ct_old,0,0,0,0,down,-2,Same-day,ED,1,1
2449,1,remove_all,0,0,0,0,down,-2,Same-day,ED,1,1
2451,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,up,2,ED,Same-day,0,0
2457,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,up,2,ED,Same-day,0,0
2459,1,ct_new,0,0,0,0,up,2,ED,Same-day,0,0
2463,4,format_tone|content_format|ct_old|ct_new,0,1,0,1,down,-2,Same-day,ED,1,1
2464,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,down,-2,Same-day,ED,1,1
2476,1,format_tone,0,0,0,0,down,-2,Same-day,ED,1,1
2484,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,down,-2,Same-day,ED,1,1
2490,2,ct_old|ct_new,0,0,0,0,up,2,ED,Same-day,0,0
2491,3,format_tone|remove_all|ct_new,1,1,0,1,up,2,ED,Same-day,0,0
2497,1,content_format,0,0,0,0,down,-2,Same-day,ED,1,1
2503,1,ct_old,0,0,0,0,down,-3,Non-urgent,ED,0,1
2525,1,content_format,0,0,0,0,down,-2,Same-day,ED,1,1
2527,2,format_tone|remove_all,1,1,0,0,down,-2,Same-day,ED,1,1
2531,1,remove_all,0,0,0,0,down,-2,Same-day,ED,1,1
2546,3,format_tone|content_format|remove_all,1,1,1,1,down,-2,Same-day,ED,1,1
2559,1,ct_old,0,0,0,0,down,-2,Same-day,ED,1,1
2563,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,up,2,ED,Same-day,0,0
2579,4,format_tone|content_format|remove_all|ct_new,1,1,1,1,up,2,ED,Same-day,0,0
2591,1,ct_new,0,0,0,0,up,2,ED,Same-day,0,0
2598,2,content_format|remove_all,0,1,0,0,down,-2,Same-day,ED,1,1
2603,1,ct_new,0,0,0,0,up,2,ED,Same-day,0,0
2607,2,format_tone|remove_all,1,1,0,0,down,-3,Non-urgent,ED,0,1
2618,1,format_tone,0,0,0,0,down,-2,Same-day,ED,1,1
2626,1,format_tone,0,0,0,0,down,-2,Same-day,ED,1,1
2630,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,down,-2,Same-day,ED,1,1
2644,1,ct_old,0,0,0,0,down,-2,Same-day,ED,1,1
2649,5,format_tone|content_format|remove_all|ct_old|ct_new,1,1,1,1,up,2,ED,Same-day,0,0
2673,2,format_tone|remove_all,1,1,0,0,down,-2,Same-day,ED,1,1
2679,4,format_tone|remove_all|ct_old|ct_new,1,1,0,1,down,-3,Same-day,911,0,1
2683,1,remove_all,0,0,0,0,down,-3,Non-urgent,ED,0,1
2687,1,content_format,0,0,0,0,down,-2,Same-day,ED,1,1
2692,1,ct_new,0,0,0,0,down,-2,Same-day,ED,1,1
