index,question,options,solution_idx,solution_text,question_tone,default,alternative,default_correct,correct_a,correct_b,correct_c,correct_d
85,"I am a 28-year-old woman who recently visited my physician due to ongoing issues with low energy and irritability that have persisted for several weeks. I had been excited after being accepted into a master’s program, but once the semester started, I began to feel a sense of worthlessness. 

In reflecting on my experiences, I noticed that I often undergo mood swings. There are periods where I feel highly productive and in an elevated mood, followed by phases of fatigue, guilt, and depressive symptoms that last for several weeks. I do not currently take any medications and typically consume 2-3 glasses of wine on weekends. 

During my physical examination, the findings were normal. However, during the mental status examination, I appeared tired and had difficulty maintaining attention, requiring some questions to be repeated for clarity. Given these symptoms and experiences, I am seeking to understand what might be the most likely diagnosis for my condition.",A. Premenstrual dysphoric disorder B. Persistent depressive disorder C. Cyclothymic disorder D. Generalized anxiety disorder E. Bipolar II disorder F. Borderline personality disorder G. Adjustment disorder with depressed mood H. Bipolar I disorder I. Substance-induced mood disorder J. Major depressive disorder,C,Cyclothymic disorder,neutral,"Based on your symptoms of mood swings, periods of elevated mood followed by fatigue and depressive symptoms, along with feelings of worthlessness and difficulty maintaining attention, it is possible that you may be experiencing Bipolar II Disorder. This condition is characterized by episodes of hypomania (elevated mood) and major depressive episodes. It would be advisable to discuss your symptoms further with a mental health professional for a comprehensive evaluation and appropriate treatment options.",Cyclothymic disorder,False,False,False,False,False
86,"I am a 68-year-old woman who visited my primary care physician due to persistent lower back pain that has lasted for four months. The pain is not linked to any specific activities and has not improved with over-the-counter medications. It has been disruptive enough to affect my sleep at night. In addition to the back pain, I have noticed an increase in fatigue and unintentional weight loss.

During the appointment, my medical history was reviewed, which includes hypertension that is managed with hydrochlorothiazide. My vital signs were recorded: I had a temperature of 36.9°C, blood pressure of 142/85 mmHg, a pulse of 78 beats per minute, a respiratory rate of 15 breaths per minute, and my oxygen saturation was 96% on room air. 

The physical examination showed that I appeared pale, and when my lumbar spine was palpated, there was tenderness, but no deformity was noted. Given my symptoms and the examination findings, my physician discussed the need for further diagnostic testing to determine the underlying cause of my condition.",A. Bone marrow biopsy B. MRI of the lumbar spine C. Alkaline phosphatase measurement D. Peripheral blood smear E. Serum protein electrophoresis F. PET scan of the whole body G. CT scan of the axial skeleton H. Serum free light chain assay I. Dual-energy X-ray absorptiometry (DEXA) scan J. 24-hour urinary protein measurement,A,Bone marrow biopsy,neutral,"Given your symptoms of persistent lower back pain, fatigue, unintentional weight loss, and pallor, it is important to consider potential serious underlying conditions. The combination of these symptoms raises concern for possible malignancy, infection, or other systemic issues. Your physician will likely recommend imaging studies, such as an X-ray or MRI of the lumbar spine, and possibly blood tests, including a complete blood count (CBC) to check for anemia, inflammatory markers, and other relevant tests to assess for malignancy or infection. Prompt evaluation is crucial to determine the cause and initiate appropriate treatment.",Bone marrow biopsy,False,False,False,False,True
87,"I am a 34-year-old woman of Indian descent, and I recently sought fertility consultation with my husband due to challenges we’ve faced in conceiving. We met during humanitarian work in Nepal about ten years ago. Over the past few months, I have experienced chronic, vague discomfort in my lower abdomen, along with irregular menstrual cycles that include spotting and the passage of blood clots.

I have not noticed any pain during intercourse, post-coital bleeding, or any unusual vaginal discharge. Additionally, I have not experienced fever or weight loss. During my physical examination, the doctor noted mild cervical bleeding and slight tenderness during the bimanual examination, but no palpable masses were found.

To further investigate, a hysterosalpingogram was performed, which indicated sinus tract formation and peritubal adhesions. As part of the evaluation, a sample of my menstrual fluid was sent for microbiological analysis to identify any potential pathogens that might be contributing to my symptoms. I am awaiting the results to better understand the underlying issues affecting my fertility.",A. *Mycoplasma genitalium* B. *Klebsiella granulomatis* C. *Treponema pallidum* D. *Chlamydia trachomatis* E. *Escherichia coli* F. *Ureaplasma urealyticum* G. *Actinomyces israelii* H. *Trichomonas vaginalis* I. *Mycobacterium tuberculosis* J. *Neisseria gonorrhoeae*,I,*Mycobacterium tuberculosis*,neutral,"Based on your symptoms and the findings from the hysterosalpingogram, it appears you may be experiencing issues related to pelvic adhesions and possibly endometriosis or another underlying condition affecting your reproductive health. The chronic discomfort, irregular cycles, and cervical bleeding suggest that there may be an inflammatory or infectious process at play, which the microbiological analysis will help clarify.

It's important to follow up with your healthcare provider to discuss the results of the microbiological analysis and any further diagnostic steps, such as a laparoscopy, which can provide a clearer picture of your pelvic anatomy and help address any adhesions or endometriosis. Early intervention can be crucial in improving fertility outcomes.",*Mycobacterium tuberculosis*,False,True,False,False,True
88,"I am a 25-year-old male who underwent a three-column excisional hemorrhoidectomy to address combined internal and external hemorrhoids that had not improved with medical treatment. The surgery was performed successfully, and I was in the postoperative recovery unit. However, on the evening following the procedure, I began to experience suprapubic pain accompanied by urinary retention.

The discomfort was notable, and I found it difficult to urinate. This situation prompted me to consider what might have contributed to these post-operative complications. Several factors were on my mind, including the possibility of local inflammation affecting the urethra, the limitations on intravenous fluids during my recovery, and the potential for nerve injury in the pelvic area. I also thought about the excessive pain I was experiencing, which could have led to urethral spasm, or whether the effects of spinal anesthesia were still lingering. Additionally, I wondered if post-operative edema might be compressing the urethra.

Overall, I recognized that multiple factors could have played a role in my condition, and I hoped to discuss these concerns with my healthcare provider for further clarification and resolution.",A. Local inflammation affecting urethral compliance B. Limiting intravenous fluids in the postoperative recovery unit C. Injury to pelvic nerves D. Excessive post-operative pain causing urethral spasm E. Residual effects of spinal anesthesia F. Post-operative edema compressing the urethra G. Inadequate post-operative pain management H. Inadequate perioperative fluid management I. Performing 3 quadrant hemorrhoidectomy instead of 2 J. Reactive bladder sphincter dysfunction,I,Performing 3 quadrant hemorrhoidectomy instead of 2,neutral,"Your postoperative suprapubic pain and urinary retention could be attributed to several interrelated factors. Local inflammation from the surgery may have affected the surrounding tissues, potentially leading to urethral irritation or spasm. Additionally, the effects of spinal anesthesia can sometimes linger, impacting bladder function and sensation. Pain management is crucial, as excessive pain can also contribute to urinary retention. Lastly, postoperative edema in the pelvic area might compress the urethra, further complicating urination. It's important to discuss these concerns with your healthcare provider for appropriate evaluation and management.",Performing 3 quadrant hemorrhoidectomy instead of 2,False,False,False,False,False
89,"I was brought to the emergency department by my mother after experiencing 12 hours of lethargy and poor feeding. We live in a small rural town in the Appalachian mountains, and no one else in my family is showing similar symptoms. Recently, I have been teething, and my mother has been using a teething ring to help me through it. I am breastfed, but I am in the process of being weaned onto infant formula and baby food.

I have no significant medical history, am not on any medications, and my immunizations are current. My growth parameters are at the 50th percentile for both length and weight. Upon arrival, my vital signs were taken: I had a temperature of 37.4°C (99.3°F), a pulse of 120 beats per minute, and my respirations were at 38 per minute. However, my oxygen saturation was only 86% on room air.

During the physical examination, I appeared quite sleepy, and my skin, lips, and tongue displayed cyanosis. The doctor listened to my chest, and it seemed unremarkable. After some evaluations, it was determined that something was contributing to my condition, possibly related to how my body was handling oxygen.",A. Abnormal hemoglobin polymerization under physiologic oxygen levels B. Low partial pressure of oxygen in ambient air C. Decreased activity of a reducing enzyme in erythrocytes D. Increased levels of methemoglobin in the blood E. Inhalation of an odorless gas with high hemoglobin affinity F. Impaired oxygen diffusion across alveolar membranes G. Ingestion of a toxin that inhibits mitochondrial respiration H. Cyanotic congenital heart defect I. Increased production of fetal hemoglobin J. Defective oxygen unloading due to abnormal hemoglobin structure,C,Decreased activity of a reducing enzyme in erythrocytes,neutral,"Based on the symptoms and findings described, it is likely that you are experiencing a case of acute respiratory distress, possibly due to a viral infection or another underlying condition affecting your oxygenation. The lethargy, poor feeding, cyanosis, and low oxygen saturation suggest that your body is struggling to get enough oxygen, which could be related to a respiratory issue, such as bronchiolitis or pneumonia, especially given your age and recent teething.

The fact that you are being weaned onto formula and baby food may also indicate a change in your diet that could contribute to dehydration or nutritional deficiencies, but the acute nature of your symptoms points more towards a respiratory cause. Immediate evaluation and treatment in the emergency department are crucial to address your oxygen levels and",Decreased activity of a reducing enzyme in erythrocytes,False,True,False,False,True
90,"I was brought to the emergency department due to experiencing respiratory distress. My aunt and uncle, who were caring for me for the weekend, noticed that I had mild coughing and congestion the day before, but I seemed fine until I woke up crying and struggling to breathe. They mentioned that my voice sounded unusual, but they were unsure about my vaccination status. I have no known prior health issues, and a test for SARS-CoV-2 came back negative.

When I entered the room, the medical staff observed that I had inspiratory stridor and a barking cough. I was in moderate respiratory distress, but I did not appear toxic. I had nasal congestion and exhibited moderate subcostal and intercostal retractions. The chest examination revealed symmetric air entry without wheezes or rales. I was well-hydrated, and the rest of the physical examination was unremarkable.

My temperature was recorded at 38.5°C, my respiratory rate was 38 breaths per minute, and my oxygen saturation was 98% on room air. The medical team then assessed my condition and considered the most appropriate next step for my management.",A. Administer nebulized albuterol and prednisolone B. Transfer to pediatric intensive care unit C. Order chest CT scan D. Administer dexamethasone E. Perform nasopharyngeal endoscopy F. Obtain anteroposterior and lateral neck radiographs G. Begin empiric antibiotic therapy H. Initiate nebulized epinephrine treatment I. Order immediate blood cultures J. Administer supplemental oxygen,F,Obtain anteroposterior and lateral neck radiographs,neutral,"Based on the symptoms described—specifically the inspiratory stridor, barking cough, moderate respiratory distress, and fever—the clinical picture is suggestive of croup (laryngotracheobronchitis), which is common in young children and often caused by viral infections, particularly parainfluenza virus.

The most appropriate next step in management would be to administer a dose of dexamethasone to reduce inflammation in the airway. If the stridor is significant or the respiratory distress worsens, nebulized epinephrine may also be considered for immediate relief. However, the initial focus should be on corticosteroid administration.",Obtain anteroposterior and lateral neck radiographs,False,True,False,False,False
91,"I am a 51-year-old male with a history of hypertension. For the past six months, I have been experiencing intermittent fevers, worsening shortness of breath, orthopnea, fatigue, and chest pain. 

During my recent medical examination, the healthcare provider noted that my jugular venous pressure was normal. However, they detected faint bilateral crackles in both of my lung fields. Additionally, during cardiac auscultation, an early diastolic sound followed by a soft, mid-diastolic murmur was heard at the apex of my heart. The examination did not reveal any conjunctival or skin abnormalities. 

Given my symptoms and the findings from the physical examination, my healthcare provider is considering various potential diagnoses. I am awaiting further evaluation to determine the underlying cause of my condition.",A. Restrictive cardiomyopathy B. Nonbacterial thrombotic endocarditis C. Subacute bacterial endocarditis D. Mitral valve infective endocarditis E. Constrictive pericarditis F. Mitral valve prolapse G. Cardiac myxoma H. Atrial septal defect I. Acute viral myocarditis J. Rheumatic mitral stenosis,G,Cardiac myxoma,neutral,"Based on your symptoms and examination findings, particularly the intermittent fevers, worsening shortness of breath, orthopnea, fatigue, chest pain, and the presence of an early diastolic sound followed by a mid-diastolic murmur at the apex, a likely diagnosis to consider is mitral stenosis. The faint bilateral crackles in the lung fields suggest pulmonary congestion, which can occur with heart valve abnormalities. Further evaluation, including echocardiography, will be essential to confirm the diagnosis and assess the severity of any valvular heart disease.",Cardiac myxoma,False,True,False,False,True
92,"I am a 15-year-old girl who has a history of obesity, with a BMI consistently above the 95th percentile since infancy. Recently, I became concerned about excessive hair growth on my face, abdomen, and lower back. I started my menstrual cycles at age 12, but over the past year, they have been irregular. 

During my examination, the doctor noted that I had moderate hirsutism and thickened, hyperpigmented skin on the back of my neck. To further understand my condition, several laboratory tests were conducted. The results indicated a mildly elevated total testosterone level, while my prolactin, dehydroepiandrosterone sulfate, follicle-stimulating hormone, estradiol, thyroid-stimulating hormone, and first-morning 17-hydroxyprogesterone levels were normal. Additionally, a urine test for human chorionic gonadotropin came back negative.

Given my symptoms and the results of the examination and tests, my doctor is considering the most appropriate screening test for my situation.",A. Glucagon stimulation test B. Hemoglobin A1C measurement C. C-peptide measurement D. Measurement of fasting plasma glucose E. Insulin tolerance test F. Post-prandial glucose measurement G. Random blood glucose test H. 2-hour oral glucose tolerance test I. Measurement of C peptide with random plasma glucose J. Fasting insulin level,H,2-hour oral glucose tolerance test,neutral,"Based on your symptoms of hirsutism, irregular menstrual cycles, obesity, and the mildly elevated total testosterone level, your doctor is likely considering screening for polycystic ovary syndrome (PCOS). The most appropriate screening test in this context would be a transvaginal ultrasound to assess for the presence of ovarian cysts, which is a common finding in PCOS. Additionally, your doctor may also consider measuring insulin levels or conducting an oral glucose tolerance test to evaluate for insulin resistance, which is often associated with PCOS.",2-hour oral glucose tolerance test,False,True,True,True,True
93,"I am a 46-year-old Thai immigrant and recently presented to the hospital due to persistent, sharp abdominal pain that had lasted for 28 hours. Along with the abdominal pain, I experienced multiple episodes of vomiting. My medical history includes type II diabetes mellitus and hyperlipidemia, which I manage with atorvastatin and gemfibrozil.

During my physical examination, the medical staff noted that I had a temperature of 38.6°C (101.5°F), a blood pressure of 119/72 mmHg, and a pulse of 83 beats per minute. They observed tenderness in my right upper quadrant and noted scleral icterus, dry mucosal membranes, and delayed capillary refill. However, my abdomen was not distended.

The medical team conducted laboratory tests to further assess my condition. While I do not have the specific results in front of me, they indicated an elevated leukocyte count and bilirubin levels. The doctors were considering potential pathogens that could be the cause of my symptoms. I was anxious about the situation but remained focused on understanding the underlying issue.",A. *Enterococcus faecalis* B. *Echinococcus granulosus* C. *Staphylococcus aureus* D. *Clonorchis sinensis* E. *Ascaris lumbricoides* F. *Opisthorchis viverrini* G. *Escherichia coli* H. Hepatitis C virus I. *Klebsiella pneumoniae* J. *Salmonella typhi*,G,*Escherichia coli*,neutral,"Based on your symptoms and clinical findings, it appears you may be experiencing acute cholecystitis, likely due to gallstones, especially given the right upper quadrant tenderness, fever, and jaundice (scleral icterus). The elevated leukocyte count suggests an inflammatory process, and the elevated bilirubin levels could indicate a bile duct obstruction or liver involvement. Given your history of diabetes and hyperlipidemia, these factors could contribute to gallstone formation. It's important to follow up with imaging studies, such as an ultrasound, to confirm the diagnosis and guide further management.",*Escherichia coli*,False,False,False,False,True
94,"I am a 67-year-old male who recently visited my primary care physician due to concerns about difficulty achieving an erection. Since experiencing a heart attack a month ago, I have been unable to maintain an erection, despite finding my wife sexually attractive and wanting to engage in intercourse. This situation has made me feel guilty and I have noticed a change in my mood, feeling more depressed than usual. Additionally, I have observed a decrease in my energy levels and a reduced interest in my hobby of working on motorcycles.

During my appointment, my vital signs were taken; my blood pressure was 152/99 mmHg, my pulse was 87 beats per minute, and my oxygen saturation was 98% on room air. The physical examination revealed that I am obese, but my external genitalia appeared normal. My dorsalis pedis and posterior tibial pulses were graded at 1+, and my gait, strength, and sensation were all normal.

I have recently started taking medications following my heart attack, which I believe may be contributing to my symptoms. I am seeking to understand the most likely cause of my erectile difficulties and the associated feelings of guilt and depression.",A. Cardiovascular deconditioning B. Aortoiliac occlusion C. Depression D. Medication side effect E. Performance anxiety disorder F. Anxiety G. Peripheral vascular disease H. Psychogenic erectile dysfunction I. Testosterone deficiency J. Post-MI autonomic dysfunction,F,Anxiety,neutral,"Your erectile difficulties are likely multifactorial, primarily influenced by the recent heart attack, which can lead to both physical and psychological changes. The medications you started after your heart attack, particularly if they include beta-blockers or other antihypertensives, may also contribute to erectile dysfunction. 

Additionally, the feelings of guilt and depression you're experiencing are common in men facing sexual health issues, especially after a significant health event like a heart attack. The combination of physical health decline, medication side effects, and emotional stress can significantly impact libido and erectile function.

It's important to discuss these concerns with your physician, as they may consider adjusting your medications or referring you to a specialist for further evaluation and management of both your erectile dysfunction and mood changes. Addressing",Anxiety,False,True,False,False,True
95,"I am a 45-year-old male who recently visited my healthcare provider for a routine examination. I reported no current complaints and shared that I have successfully quit smoking. During the visit, my vital signs were stable, and the physical examination did not reveal any significant issues.

As part of the assessment, an osteopathic structural evaluation was conducted. During this evaluation, a pattern of decreased cranial rhythmic impulse was noted, which was consistent with findings from previous visits. The assessment indicated a cranial strain pattern characterized by a cephalad movement of the sphenobasilar synchondrosis occurring around two transverse axes.

This evaluation led to a discussion about the best diagnosis corresponding to these findings. I was informed that there are several potential diagnoses to consider, including options such as temporal bone external rotation and vertical strain dysfunction, among others.",A. Temporal bone external rotation B. Vertical strain dysfunction C. Persistent sacral nutation D. Occipitomastoid compression E. Sphenobasilar torsion F. Cranial flexion G. Sphenobasilar extension H. Cranial compression I. Atlanto-occipital joint dysfunction J. Lateral strain pattern,F,Cranial flexion,neutral,"Based on the findings of decreased cranial rhythmic impulse and the specific cranial strain pattern described, the most likely diagnosis is a **vertical strain dysfunction**. This is characterized by the cephalad movement of the sphenobasilar synchondrosis around the transverse axes, which aligns with the cranial mechanics observed during your evaluation.",Cranial flexion,False,False,False,False,True
96,"I am a 32-year-old woman who has been experiencing abdominal pain, which I would describe as a mild ""tummy ache."" This discomfort has persisted for about a week. Over the past month, I have found it challenging to engage in my daily activities. I often feel sad and lack motivation, which has made it difficult for me to concentrate on my work. Some days, I struggle to get out of bed, and I’ve noticed that I am sleeping for 10 to 12 hours, which I attribute to a heavy sensation in my legs. 

Additionally, I have observed an increase in my appetite recently. These symptoms have significantly affected my overall well-being and day-to-day functioning. I am trying to understand the impact of these feelings and behaviors on my life, and I am seeking to identify any additional features related to my condition.",A. Feelings of grandiosity and decreased need for sleep B. An increased frequency of symptoms during winter C. Avoiding social activities due to fear of rejection D. Persistent thoughts about maintaining cleanliness E. Intrusive thoughts about past traumatic events F. Periods of intense anger followed by remorse G. Excessive worry about multiple life circumstances H. Guilt related to the way she treats others I. Difficulty maintaining relationships due to unstable self-image J. Recurrent episodes of panic with autonomic symptoms,C,Avoiding social activities due to fear of rejection,neutral,"It sounds like you're experiencing a combination of physical and emotional symptoms that could be indicative of a few underlying issues. The persistent abdominal pain, fatigue, changes in sleep patterns, increased appetite, and feelings of sadness and lack of motivation may suggest a possible mood disorder, such as depression, which can manifest with physical symptoms. 

It's important to consider that emotional distress can often lead to physical symptoms, and vice versa. The heaviness in your legs and the difficulty in engaging in daily activities could also be related to anxiety or stress. 

Given the duration and impact of your symptoms, I recommend seeking professional help from a healthcare provider. They can conduct a thorough evaluation to determine the underlying causes and suggest appropriate treatment options, which may include therapy, lifestyle changes,",Avoiding social activities due to fear of rejection,False,False,False,False,False
97,"I am a 14-year-old boy who recently joined a new medical practice. During my visit, I had no current health complaints to report. However, my parents informed the doctor about a significant family history of intestinal polyps on my father’s side. I mentioned that I had not noticed any blood in my stool.

The doctor conducted a thorough examination. My vital signs were measured, and my heart rate was 80 beats per minute, with a blood pressure of 110/68 mm Hg. My respiratory rate was recorded at 16 breaths per minute, and my oxygen saturation was 98% while breathing room air. The doctor noted that my sclerae were clear, without any yellowing, and I had freckles around my mouth. 

During the abdominal examination, my abdomen felt soft and was nontender and nondistended. A rectal examination showed no fissures, tags, or hemorrhoids, which was reassuring. 

Despite the absence of immediate health issues, I am aware of the potential risks associated with my family history, particularly concerning intestinal polyps, as I approach the age of 18.",A. Malignant melanoma B. Intussusception C. Small bowel obstruction D. Gastrointestinal bleeding E. Bowel infarction F. Mesenteric ischemia G. Intestinal perforation H. Longitudinal melanonychia I. Colonic volvulus J. Colon cancer,B,Intussusception,neutral,"Given your family history of intestinal polyps, it's important to stay vigilant about your health as you approach adulthood. While your current examination shows no immediate concerns, you should discuss with your doctor the appropriate screening measures, such as a colonoscopy, especially as you near 18. Regular monitoring and open communication with your healthcare provider will help manage any potential risks associated with your family history.",Intussusception,False,False,False,False,False
98,"I am a 45-year-old male exterminator. About a week ago, I began experiencing persistent headaches and a nonproductive cough. Alongside these symptoms, I noticed some redness and irritation in my eyes, which I later recognized as conjunctival suffusion. 

Upon reflection, I recalled that I had sustained a rat bite eight days prior to the onset of my symptoms. This incident has made me consider the possibility of a bacterial infection related to the bite. Given the timeline and my symptoms, I am concerned about the potential health implications. 

I have not yet sought medical attention but feel it is important to address these symptoms as they continue to affect my daily activities. I understand that specific bacterial infections could be linked to rodent exposure, and I am now looking into the most likely causes based on my recent experiences.",A. Francisella tularensis B. Bartonella henselae C. Rickettsia typhi D. Spirillum minus E. Leptospirosis F. Borrelia recurrentis G. Streptobacillus moniliformis H. Capnocytophaga canimorsus I. Pasteurella multocida J. Yersinia pestis,E,Leptospirosis,neutral,"Based on your symptoms and recent rat bite, you may be at risk for leptospirosis or hantavirus, both of which can be associated with rodent exposure. Leptospirosis can cause headaches, cough, and conjunctival suffusion, while hantavirus can lead to respiratory symptoms and other systemic issues. Given the potential severity of these infections, it is crucial that you seek medical attention promptly for evaluation, diagnosis, and appropriate treatment.",Leptospirosis,False,True,True,True,True
99,"I am a 40-year-old male who have been experiencing a 5-month history of watery diarrhea, which is often accompanied by episodic crampy abdominal pain. Over the past six months, I have lost about 1.8 kilograms in weight, despite maintaining a normal appetite. My wife has observed that I experience facial and neck flushing after meals or during times of distress.

In terms of my medical history, I was diagnosed with asthma a year ago and also have hypertension. I am currently using an albuterol inhaler and taking enalapril for my blood pressure. Additionally, I consume one beer daily.

During my recent examination, my temperature was recorded at 36.7°C, my pulse was 85 beats per minute, and my blood pressure was 130/85 mm Hg. The doctor noted a grade 2/6 systolic murmur during the cardiac examination, and my abdomen was mildly tender, but there was no guarding or rebound tenderness. My lungs were clear upon auscultation. A complete blood count was performed, and the results were normal.

I am aware that if my condition is left untreated, there are several potential risks, and I am concerned about what complications could arise from my symptoms.",A. Malabsorption syndrome B. T-cell lymphoma C. Achlorhydria D. Metastatic liver disease E. Right-sided heart failure F. Dementia G. Carcinoid heart disease H. Bronchial carcinoid I. Megaloblastic anemia J. Cushing syndrome,F,Dementia,neutral,"Based on your symptoms of watery diarrhea, abdominal pain, weight loss, and facial flushing, you may be experiencing a condition such as a neuroendocrine tumor (e.g., VIPoma) or another gastrointestinal disorder like carcinoid syndrome. The flushing and diarrhea, particularly after meals, suggest a possible hormonal imbalance affecting your gastrointestinal function.

If left untreated, potential complications could include:

1. **Dehydration and Electrolyte Imbalance**: Chronic diarrhea can lead to significant fluid loss, resulting in dehydration and imbalances in electrolytes, which can be life-threatening.

2. **Nutritional Deficiencies**: Ongoing diarrhea can impair nutrient absorption, leading to deficiencies in vitamins and minerals, which can affect overall health.

3.",Dementia,False,False,False,False,False
100,"I was admitted to the emergency room due to facial pain, weakness, and a general feeling of malaise. On top of that, I was experiencing a throbbing headache. I have a medical history that includes type II diabetes and HIV infection. Although I take several medications, including zidovudine, lamivudine, lopinavir, ritonavir, and metformin, I have not been very compliant with them lately.

During the examination, the doctor noted that there was exquisite tenderness when my right maxillary sinus was palpated. They also observed a black eschar present over my nares and palate. Given my symptoms and medical history, the healthcare team was concerned about the possibility of severe complications related to my condition.

I was informed that certain symptoms could indicate a more serious issue, such as impaired extraocular eye movements, unilateral ptosis, retro-orbital pain, proptosis with chemosis, reduced ability to detect odors, blood-tinged nasal discharge, diplopia with lateral gaze, decreased corneal reflex, altered mental status, or facial numbness in the V2 distribution. These potential complications were explained to me as part of their assessment and management plan.",A. Impaired extraocular eye movements B. Unilateral ptosis C. Retro-orbital pain D. Proptosis with chemosis E. Reduced ability to detect odors F. Blood-tinged nasal discharge G. Diplopia with lateral gaze H. Decreased corneal reflex I. Altered mental status J. Facial numbness in V2 distribution,A,Impaired extraocular eye movements,neutral,"Based on your symptoms, medical history, and the presence of a black eschar, there is a strong concern for mucormycosis, particularly given your immunocompromised state due to HIV and potential non-compliance with medications. The exquisite tenderness in the right maxillary sinus and the systemic symptoms you described further support this diagnosis. Mucormycosis can lead to serious complications, including orbital involvement and central nervous system effects, which align with the symptoms you were informed about. Immediate intervention, including antifungal treatment and possibly surgical debridement, is critical to manage this condition effectively. Please follow up closely with your healthcare team for appropriate management.",Impaired extraocular eye movements,False,False,False,False,True
101,"I am an 80-year-old woman living alone, and I recently visited urgent care due to worsening fatigue I had been experiencing over the past two days. I found myself needing more daytime naps and felt persistently tired, even after what I thought was restful sleep at night. Typically, I can carry two bags of groceries from my car to my kitchen without much trouble, but yesterday I struggled to carry even one bag and needed to rest after each trip.

I did not have any chest pain, shortness of breath, fever, chills, or any issues with urination or respiratory symptoms like cough or congestion. I did note that my teenage grandson had visited last week and had a runny nose and cough, but I did not think much of it at the time.

During my examination, the healthcare provider noted that I appeared fatigued but was not in acute distress. They performed several tests, including vital signs and a cardiopulmonary examination, all of which came back normal. I also learned that I am up to date on my vaccinations for Covid-19, influenza, and pneumonia.

Now, I am left wondering what the most appropriate next step in managing my condition should be.",A. Refer to physical therapy B. Initiate a trial of corticosteroids for possible inflammatory condition C. Refer for a sleep study to evaluate for obstructive sleep apnea D. Order a thyroid-stimulating hormone level E. Prescribe empiric antibiotics for possible bacterial infection F. Check serum ferritin and iron studies for possible anemia G. Order a brain MRI to rule out a central nervous system etiology H. Order a chest CT to rule out occult pulmonary pathology I. Order a viral respiratory panel including SARS-CoV-2 J. Perform an echocardiogram to evaluate for heart failure,I,Order a viral respiratory panel including SARS-CoV-2,neutral,"Given your symptoms of worsening fatigue, increased need for naps, and difficulty with daily activities, it's important to follow up with your primary care physician. They can conduct a more comprehensive evaluation, including blood tests to check for anemia, thyroid function, or other underlying conditions that could contribute to your fatigue. Additionally, they may assess your overall health and consider any recent changes in your lifestyle or medications. It's also advisable to monitor your symptoms closely and seek immediate care if you experience any new or worsening symptoms.",Order a viral respiratory panel including SARS-CoV-2,False,True,False,False,True
102,"I am a 73-year-old male who has been experiencing worsening pain in both of my lower extremities for the past eight months. This pain typically begins after walking one to two blocks and radiates down to my buttocks, often accompanied by cramping and tingling sensations. I have noticed that the pain worsens when I walk downhill, but it eases when I sit down or lean forward.

My medical history includes hypertension, hyperlipidemia, type 2 diabetes mellitus, and a myocardial infarction at age 55. I also underwent an abdominal aortic aneurysm repair at age 60. I have a long history of smoking, having smoked one pack of cigarettes daily for 30 years, but I do not consume alcohol or use illicit drugs. 

Currently, I take several medications, including sitagliptin, metformin, atorvastatin, metoprolol succinate, amlodipine, and hydrochlorothiazide. During my recent examination, my vital signs showed a temperature of 37.5°C, a pulse of 82 beats per minute, respirations at 17 per minute, and blood pressure recorded at 150/87 mm Hg. The physical examination indicated full muscle strength, but I had reduced sensation in my feet and toes bilaterally. The straight leg raise test came back negative, and an X-ray of my spine revealed degenerative changes. 

I am now considering the most appropriate next diagnostic step to address my symptoms.",A. CT angiography of lower extremities B. Bone scan C. Nerve conduction studies D. EMG of lower extremities E. Measurement of the ankle brachial index F. CT scan of the spine G. Measurement of HLA-B27 antigen H. Doppler ultrasound of lower extremities I. MRI scan of the spine J. Plain radiographs of the lumbar spine with flexion and extension views,I,MRI scan of the spine,neutral,"Given your symptoms of bilateral lower extremity pain, cramping, and tingling that worsen with walking and improve with sitting, along with your history of vascular issues and degenerative changes in the spine, the most appropriate next diagnostic step would be to obtain an MRI of the lumbar spine. This imaging can help assess for potential spinal stenosis or other structural issues that may be contributing to your symptoms.",Measurement of HLA-B27 antigen,True,True,False,True,True
103,"I am a 24-year-old male who arrived at the emergency department after my car was hit from behind while it was stationary. The other vehicle was traveling at a low speed of 11 miles per hour. Following the collision, I experienced intense back pain but did not report any other symptoms. 

I have a history of back pain for which I have been undergoing physical therapy. My back pain tends to be most severe in the mornings, improves with physical activity, and worsens when I am inactive. As a university student, I have been facing academic difficulties, which adds to my stress.

Upon evaluation in the emergency department, my vital signs were stable, and I was found to have spinal tenderness and a limited range of motion during the physical examination, which was primarily restricted due to pain. I was seeking documentation to excuse me from my final examinations and work duties, as the pain was affecting my ability to function normally.",A. Herniated nucleus pulposus B. Psychogenic pain disorder C. Acute disc herniation D. Musculoskeletal strain E. Spondylolisthesis F. Factitious disorder G. Conversion disorder H. Malingering I. Spinal cord contusion J. Vertebral fracture,J,Vertebral fracture,neutral,"Based on your description, it seems you are experiencing an exacerbation of your chronic back pain following the low-speed collision. Given your history of back pain, the spinal tenderness, and limited range of motion, it is important to manage your pain effectively and consider a treatment plan that may include rest, physical therapy, and possibly pain management strategies.

For documentation to excuse you from examinations and work duties, it would be advisable to have a healthcare provider formally assess your condition. They can provide a note that outlines your current symptoms, the impact on your daily functioning, and recommendations for rest or modified activities. This documentation will help support your request for accommodations during this time.",Vertebral fracture,False,False,False,False,False
