index,question,options,solution,question_tone,default,alternative,default_correct,pred_a,correct_a,pred_b,correct_b,pred_c,correct_c,pred_d,correct_d
91,"I've been feeling increasingly anxious about my health lately. It all started about six months ago when I began experiencing these intermittent fevers. At first, I thought it was just a passing bug, but then the shortness of breath kicked in, and it really terrified me. I can’t even lie down comfortably anymore without feeling like I’m gasping for air. I’m constantly fatigued, and the chest pain has made it even harder to focus on anything else.

When I finally decided to see a doctor, they examined me and mentioned something about my jugular venous pressure being normal, which I guess is a good sign? But then they listened to my heart and noted this strange early diastolic sound, along with a soft murmur at the apex. That was alarming. The doctor didn’t find any issues with my skin or eyes, but I can’t shake off this feeling of dread. 

I keep worrying about what could be causing these symptoms. Could it be something serious like restrictive cardiomyopathy or maybe even infective endocarditis? I feel trapped in this cycle of fear and uncertainty, and I just want to know what’s wrong and how to fix it.",A. Restrictive cardiomyopathy B. Nonbacterial thrombotic endocarditis C. Subacute bacterial endocarditis D. Mitral valve infective endocarditis E. Constrictive pericarditis F. Mitral valve prolapse G. Cardiac myxoma H. Atrial septal defect I. Acute viral myocarditis J. Rheumatic mitral stenosis,G,worried,A,G,False,A,False,A,False,C,False,A,False
92,"I can’t shake the worry that’s been consuming me lately. At just 15 years old, I’ve been struggling with my weight for as long as I can remember, and it feels like everything is piling up. I’ve noticed excessive hair growth on my face, abdomen, and lower back, and it’s really affecting my self-esteem. I started my period at 12, but my cycles have been all over the place this past year, which has added to my anxiety.

When I went to the doctor, they examined me and mentioned something called hirsutism, which seems to fit what I’m experiencing. They also pointed out some thickened, darkened skin on the back of my neck, which they said can be linked to hormonal issues. I had some blood tests done, and while I found out my testosterone was slightly elevated, other hormone levels were normal. 

Now, I’m left feeling more confused and anxious than ever. The doctor mentioned we might need to do more tests, but I’m worried about what this could mean for my health. I just want to understand what’s happening to my body and find a way to feel like myself again. It’s all so overwhelming, and I can't help but feel scared about what the future holds.",A. Glucagon stimulation test B. Hemoglobin A1C measurement C. C-peptide measurement D. Measurement of fasting plasma glucose E. Insulin tolerance test F. Post-prandial glucose measurement G. Random blood glucose test H. 2-hour oral glucose tolerance test I. Measurement of C peptide with random plasma glucose J. Fasting insulin level,H,worried,D,H,False,B,False,J,False,J,False,D,False
93,"I can't shake this feeling of dread as I sit here in the hospital. For the past 28 hours, I’ve been battling this persistent, sharp pain in my abdomen. It’s been so intense that I’ve thrown up multiple times. I’ve always managed my type II diabetes and high cholesterol with medications, but this feels different—much worse.

When I arrived, they took my temperature, and it was 101.5°F. I’ve never felt so feverish before. My heart was racing, and I could feel the nurse checking my blood pressure, which was somehow still normal. I just kept thinking, ""What’s wrong with me?"" They pressed on my right upper quadrant, and the tenderness made me wince in pain. I noticed they were concerned about my dry mouth and how my capillaries weren’t responding as they should.

I feel completely overwhelmed as they run all these tests. I just want to know what’s going on. The fear of the unknown is weighing heavily on me. What if it’s something serious? I can’t help but worry about what the doctors might find. I just want relief and answers.",A. *Enterococcus faecalis* B. *Echinococcus granulosus* C. *Staphylococcus aureus* D. *Clonorchis sinensis* E. *Ascaris lumbricoides* F. *Opisthorchis viverrini* G. *Escherichia coli* H. Hepatitis C virus I. *Klebsiella pneumoniae* J. *Salmonella typhi*,G,worried,F,G,False,F,False,F,False,D,False,G,True
94,"I can’t shake this feeling of worry that has been consuming me since my heart attack about a month ago. I went to my primary care doctor because I’ve been having real trouble achieving an erection. It’s so frustrating because I find my wife incredibly attractive and I really want to be intimate with her, but my body just won’t cooperate. 

I feel this overwhelming guilt about it, like I'm letting her down. It’s hard to explain, but I’ve also found myself feeling down and lacking energy for things I used to love—like working on my motorcycles. Everything just feels off. 

When I visited the doctor, he checked my vitals, and I suppose they were okay, but I’m worried about my blood pressure being high. I’ve been taking medication since the heart attack, and now I can’t help but wonder if these meds might be causing more problems than they’re solving. 

I just feel so overwhelmed—this isn’t just about my physical health; it’s affecting my mood and my relationship. What’s happening to me? I keep questioning if it’s something more serious or if it’s just me being anxious and depressed. I just want to feel like myself again.",A. Cardiovascular deconditioning B. Aortoiliac occlusion C. Depression D. Medication side effect E. Performance anxiety disorder F. Anxiety G. Peripheral vascular disease H. Psychogenic erectile dysfunction I. Testosterone deficiency J. Post-MI autonomic dysfunction,F,worried,C,F,False,C,False,C,False,D,False,C,False
95,"I recently went in for what I thought was just a routine check-up, feeling pretty good about myself since I had finally quit smoking. I didn’t have any complaints, and my vital signs seemed stable, so I thought everything was fine. But during the physical exam, something unexpected happened. The doctor performed an osteopathic evaluation and noticed a decreased cranial rhythmic impulse. I couldn’t help but feel a knot in my stomach when I heard that. 

It turns out that there was a cranial strain pattern that indicated some unusual movement in the sphenobasilar synchondrosis. I tried to focus as the doctor explained that this was consistent with findings from previous visits. But honestly, I felt overwhelmed—what did that even mean for me? The doctor went through a list of possible diagnoses, and I just sat there, worrying about what could be going on. I kept thinking: could this lead to something serious? Am I missing something important? I left the office with so many questions and a heavy sense of concern weighing on me. I just hope it’s nothing I need to lose sleep over.",A. Temporal bone external rotation B. Vertical strain dysfunction C. Persistent sacral nutation D. Occipitomastoid compression E. Sphenobasilar torsion F. Cranial flexion G. Sphenobasilar extension H. Cranial compression I. Atlanto-occipital joint dysfunction J. Lateral strain pattern,F,worried,G,F,False,G,False,E,False,E,False,F,True
96,"I’ve been feeling really off lately, and honestly, it’s starting to worry me. For about a week now, I've had this persistent abdominal pain that I can only describe as a mild ""tummy ache."" But the thing is, it feels like it’s more than just that. For the past month, I’ve struggled to get through the simplest daily activities. Most days, I feel an overwhelming sadness that just hangs over me. I can barely find the motivation to do anything, and concentrating at work has become almost impossible.

Some days, I feel so heavy and drained that getting out of bed feels like an enormous task. I’ve been sleeping for 10 to 12 hours, but I still wake up feeling exhausted. I can't shake this heavy sensation in my legs, and it’s like I’m stuck in this fog. On top of everything, I’ve noticed I’m eating more than usual, which is strange for me. I can’t help but worry about what all this means. Is there something really wrong with me? I just want to feel like myself again, but it’s hard not to feel scared about what’s happening to me.",A. Feelings of grandiosity and decreased need for sleep B. An increased frequency of symptoms during winter C. Avoiding social activities due to fear of rejection D. Persistent thoughts about maintaining cleanliness E. Intrusive thoughts about past traumatic events F. Periods of intense anger followed by remorse G. Excessive worry about multiple life circumstances H. Guilt related to the way she treats others I. Difficulty maintaining relationships due to unstable self-image J. Recurrent episodes of panic with autonomic symptoms,C,worried,B,C,False,B,False,B,False,G,False,B,False
97,"I recently went to the doctor for a check-up, and I can't shake this feeling of worry. I'm 14 and just enrolled in a new practice, so I thought it would be routine. My parents mentioned that there’s a family history of intestinal polyps on my dad's side, which really got me thinking. I’ve never noticed any blood in my stool, but I can't help but feel uneasy about what that could mean.

During the exam, my vital signs seemed okay, but I still felt anxious. They checked my heart rate, blood pressure, and even my breathing, all of which were normal. I thought that would ease my mind, but it didn’t. They noticed I have some freckles around my mouth, and while my abdomen was soft and non-tender, I couldn’t shake the feeling that something might be wrong.

The doctor didn’t find any obvious issues like fissures or hemorrhoids during the rectal exam, but knowing about the family history of polyps makes me nervous. I keep thinking, what if I develop something serious by the time I turn 18? The thought of colon cancer looms in my mind. I just wish I could feel more reassured, but the uncertainty is really weighing on me.",A. Malignant melanoma B. Intussusception C. Small bowel obstruction D. Gastrointestinal bleeding E. Bowel infarction F. Mesenteric ischemia G. Intestinal perforation H. Longitudinal melanonychia I. Colonic volvulus J. Colon cancer,B,worried,J,B,False,J,False,J,False,A,False,J,False
98,"I can’t shake this feeling of dread that’s been creeping in over the past week. It started with these awful headaches that just won’t go away. I thought maybe it was just stress from work, but then I developed this persistent cough that doesn’t seem to get any better—it's completely nonproductive, which makes it even more frustrating. 

To make matters worse, my eyes have been red and irritated, almost like they’re suffusing. I can’t help but feel something is seriously wrong. Just eight days ago, I got bitten by a rat while I was out on a job. I remember thinking it was just a minor incident, but now I can’t stop worrying about what could happen next. 

I’ve been reading about potential infections, and the thought of something serious terrifies me. I keep running through the list of possible bacterial infections in my head. What if it’s something dangerous? I just want to know what’s going on and if I need to take action before it gets worse. I’ve been trying to stay calm, but it’s hard when I feel like my health is slipping away from me. I really hope I can figure this out soon.",A. Francisella tularensis B. Bartonella henselae C. Rickettsia typhi D. Spirillum minus E. Leptospirosis F. Borrelia recurrentis G. Streptobacillus moniliformis H. Capnocytophaga canimorsus I. Pasteurella multocida J. Yersinia pestis,E,worried,D,E,False,D,False,D,False,E,True,E,True
99,"I can’t shake this feeling of dread. For the past five months, I've been dealing with watery diarrhea that just won’t let up. It’s accompanied by these crampy pains in my abdomen that come and go, making it hard to focus on anything else. I’ve lost about 1.8 kilograms over the last six months, despite feeling hungry and eating normally. My wife has even noticed that my face and neck flush after meals or when I’m stressed, which makes me feel even more anxious.

On top of all this, I was diagnosed with asthma last year, and I’m on medication for hypertension, but I can’t help but worry that something else is going on. My doctor said my vital signs looked okay, but I’m still so concerned. I’ve been trying to stay calm, but the mild tenderness in my abdomen and the murmur they detected during the exam just adds to my anxiety. 

I can’t stop thinking about what all of this means for my health. If this is something serious, like a malabsorption syndrome or worse, I just don’t know what I’m going to do. I feel so helpless right now, and the thought of it being something like T-cell lymphoma or carcinoid heart disease is terrifying. I really hope I can get some answers soon.",A. Malabsorption syndrome B. T-cell lymphoma C. Achlorhydria D. Metastatic liver disease E. Right-sided heart failure F. Dementia G. Carcinoid heart disease H. Bronchial carcinoid I. Megaloblastic anemia J. Cushing syndrome,F,worried,G,F,False,G,False,G,False,B,False,G,False
100,"I can hardly believe what’s happening to me. Just the other day, I found myself in the emergency room, feeling this unbearable facial pain and weakness. I was so fatigued, and on top of that, my head was pounding like never before. I’ve had my struggles with diabetes and HIV, but this felt different—much worse. 

I’ve been trying to keep up with my medications—zidovudine, lamivudine, lopinavir, ritonavir, and metformin—but to be honest, I haven’t been very compliant lately. I know I should be better about it, but life has been overwhelming. When the doctor examined me, I couldn’t believe the tenderness over my right maxillary sinus. And then I saw it—a black eschar over my nares and palate. It was terrifying.

I can’t shake the worry that something serious is going on. My CD4 count is low, and I’ve been reading about the complications that can arise with my condition. I’m terrified to think about what could happen next. What if I start experiencing more severe symptoms? I keep thinking about the things I read—like impaired eye movements or altered mental status. I just want to feel better and not have to face these fears.",A. Impaired extraocular eye movements B. Unilateral ptosis C. Retro-orbital pain D. Proptosis with chemosis E. Reduced ability to detect odors F. Blood-tinged nasal discharge G. Diplopia with lateral gaze H. Decreased corneal reflex I. Altered mental status J. Facial numbness in V2 distribution,A,worried,I,A,False,I,False,I,False,D,False,A,True
101,"I can’t shake off this overwhelming sense of fatigue that’s been creeping in over the past couple of days. I’m 80 years old and usually manage just fine on my own, but lately, I’ve felt like I need to take more naps, even though I sleep well at night. Just yesterday, I tried to carry my usual two bags of groceries from the car, something I’ve always done easily, but I struggled to lift even one. It was exhausting, and I had to rest after each trip. 

I’m really worried because I’ve been feeling this way and I can’t pinpoint why. I don’t have any chest pain, or shortness of breath, and I haven’t been running a fever or coughing—nothing like that. But I did have my grandson over last week, and he had a runny nose and cough. I wonder if I caught something from him. 

When I went to urgent care, the doctors seemed concerned too. I looked tired, but they said everything appeared normal with my tests. I’m relieved that my vaccinations are up to date, but I still feel uneasy. What if there’s something they missed? What if this fatigue is a sign of something worse? I just want to feel like myself again. What do I do next?",A. Refer to physical therapy B. Initiate a trial of corticosteroids for possible inflammatory condition C. Refer for a sleep study to evaluate for obstructive sleep apnea D. Order a thyroid-stimulating hormone level E. Prescribe empiric antibiotics for possible bacterial infection F. Check serum ferritin and iron studies for possible anemia G. Order a brain MRI to rule out a central nervous system etiology H. Order a chest CT to rule out occult pulmonary pathology I. Order a viral respiratory panel including SARS-CoV-2 J. Perform an echocardiogram to evaluate for heart failure,I,worried,D,I,False,D,False,D,False,F,False,D,False
102,"I can’t shake this nagging worry that something is really wrong. For the past eight months, I’ve been dealing with this intense pain in my legs that just won’t go away. It starts after I walk just a block or two, and then it feels like a terrible cramping and tingling radiates down from my buttocks. It’s especially bad when I’m walking downhill; I can barely manage it. The only relief I get is when I sit down or lean forward, but that’s not a long-term solution.

I’m 73, and my medical history isn’t exactly comforting. I’ve been living with hypertension, high cholesterol, and type 2 diabetes for years. I had a heart attack when I was 55 and had surgery for an abdominal aortic aneurysm at 60. I’ve been a smoker for 30 years—one pack a day—but I don’t drink or do drugs. I take a bunch of medications for my conditions, but this leg pain has me more concerned than usual.

When I went to the doctor, they checked my vitals, and my blood pressure was a bit high. They also did a physical exam, which showed that my muscle strength is okay, but my feet and toes have reduced sensation. They took X-rays of my spine and found some degenerative changes. Now, I’m left wondering what the next step should be, and I can’t help but feel anxious about what it all means.",A. CT angiography of lower extremities B. Bone scan C. Nerve conduction studies D. EMG of lower extremities E. Measurement of the ankle brachial index F. CT scan of the spine G. Measurement of HLA-B27 antigen H. Doppler ultrasound of lower extremities I. MRI scan of the spine J. Plain radiographs of the lumbar spine with flexion and extension views,I,worried,E,I,False,E,False,E,False,A,False,A,False
103,"I can’t shake this feeling of dread after what happened to me. Just the other day, I was in a low-speed car accident. My vehicle was stationary when another car hit me from behind at 11 miles per hour. At first, I thought I was okay, but then the intense back pain hit me. It’s unlike anything I’ve felt before. I didn’t have any other symptoms, but this pain is just overwhelming.

I’ve been dealing with back issues for a while now—I’ve been going to physical therapy, and the pain is usually worst in the mornings. It gets a bit better when I’m active, but when I’m inactive, it flares up again. And now, with finals coming up, I’m really worried about my academic performance. I can barely focus with this pain, and I’m scared it’s going to affect my grades.

When I got to the emergency department, I was a bundle of nerves. They checked my vitals, and I know I was tense, but what really got me was the physical exam. They found spinal tenderness and limited motion, which made my anxiety spike. I feel like I need documentation to excuse me from my finals and work, but I’m terrified of what this might mean for me long-term. I just want to know what’s wrong and how I can get better.",A. Herniated nucleus pulposus B. Psychogenic pain disorder C. Acute disc herniation D. Musculoskeletal strain E. Spondylolisthesis F. Factitious disorder G. Conversion disorder H. Malingering I. Spinal cord contusion J. Vertebral fracture,J,worried,H,J,False,B,False,B,False,D,False,J,True
104,"I can’t shake this feeling of worry that’s been growing for the past three months. I’ve noticed my eyes turning yellow, and it’s becoming more pronounced every day. The itching is relentless, driving me to scratch my skin until it’s raw. I’ve never had any significant health issues before, and I’m not on any medications, so this sudden change is terrifying. 

When I finally went to see the doctor, my vital signs were normal, but the examination revealed the icteric sclerae and those awful scratch marks all over my trunk and arms. I thought maybe it was just a temporary issue, but then they ran some tests, and I felt a wave of dread wash over me. 

The results showed elevated alkaline phosphatase levels, and the thought of my liver being involved is haunting me. I can’t stop thinking about what might be going on inside my body. They mentioned something about a procedure called MRCP, which revealed beading in my bile ducts. Now, I’m just sitting here, waiting to hear what the next steps are. 

I can’t help but feel overwhelmed. The uncertainty is frightening. What if this is something serious? I worry about what the next diagnostic test will reveal. Will it confirm my fears? I just want answers, and the waiting is unbearable.",A. Colonoscopy B. Nuclear medicine hepatobiliary scan C. Percutaneous transhepatic cholangiography (PTC) D. Upper endoscopy (EGD) E. Liver biopsy F. No further testing is indicated G. Endoscopic retrograde cholangiopancreatography (ERCP) H. Antimitochondrial antibody testing I. Serum IgG4 level testing J. CT scan of the abdomen with contrast,A,worried,G,A,False,G,False,H,False,A,True,A,True
105,"I went to the clinic recently, accompanied by my daughter for what was supposed to be a routine follow-up. Honestly, I felt fine at the time, but my daughter seemed worried. She mentioned that I’ve been feeling more fatigued lately, especially when I exert myself. I’ve also found myself sleeping a lot more than usual, which has me concerned.

Just last week, I finished a 10-day course of ciprofloxacin for a prostate infection, and my urinary symptoms thankfully cleared up. But with my history of hypertension, type 2 diabetes, and paroxysmal atrial fibrillation, I can’t help but worry. I’m also dealing with moderate vascular dementia, which makes it hard to keep track of everything.

During the examination, they noted my heart rate was unusually low at 45 beats per minute, and I could see the concern on the doctor's face. They found some mild swelling in my legs too, which really freaked me out. I mean, what’s happening to my body? 

Now, I’m left wondering what the next steps will be. What if my heart isn’t functioning properly? I just want to feel normal again. I can’t shake this feeling of dread that something more serious might be going on. I’m anxious about what they might find next.",A. Reduce the sotalol dose by 50% B. Obtain an electrocardiogram C. Check serum digoxin level D. Initiate temporary pacing E. Order an echocardiogram F. Schedule Holter monitoring G. Obtain cardiac biomarkers H. Check serum electrolytes I. Stop the verapamil with close follow-up J. Obtain thyroid function tests,B,worried,B,H,True,B,True,B,True,A,False,B,True
106,"I can’t shake this feeling of worry that’s been creeping in over the past year. I’m 47, and lately, I’ve been feeling unusually fatigued. It’s not just physical tiredness; my interest in sex has taken a nosedive, and I hardly ever wake up with morning erections anymore. When I do try to engage in intimacy, it’s just not the same. I even find myself having occasional headaches in the mornings, which only adds to my anxiety.

I’ve ruled out some things—I haven’t lost any hair in unusual places, and there’s no history of trauma or mumps that I know of. I went through puberty just fine, and I’m divorced now with two healthy kids, but I can’t help but feel alarmed about what’s happening to me. 

I learned during my examination that my testicles are smaller than they should be, which is unsettling. My weight is a concern too; my BMI is 38, and I can’t help but wonder if that plays a role. With all these symptoms piling up, I’m left anxious and confused. What could be causing all of this? I’m contemplating what tests might finally give me some answers, but the uncertainty is weighing heavily on my mind. I just want to feel like myself again.",A. Karyotype analysis B. Sleep study C. Semen analysis D. Abdominal ultrasound E. Serum cortisol measurement F. MRI of the pituitary G. Bone density scan H. Genetic testing for Klinefelter syndrome I. Dynamic pituitary hormone testing J. Testicular ultrasound,B,worried,F,B,False,F,False,F,False,F,False,F,False
107,"I went to the clinic recently because I needed an evaluation for my dyslipidemia. Just a week ago, I had a fasting lipid panel done, and it showed that my triglycerides were elevated. Honestly, I felt fine, but I couldn’t shake off the worry. My medical history isn't simple; I’ve had an aortic valve replacement and I’m managing type II diabetes. I take several medications like aspirin, warfarin, regular insulin, and atorvastatin, which makes me anxious about potential interactions.

During my visit, my vital signs seemed okay—temperature at 37.0°C, pulse 90, and blood pressure 125/80—but it’s hard not to panic when dealing with all these numbers. Thankfully, the physical exam didn’t reveal anything alarming, but then my healthcare provider mentioned starting fenofibrate for my triglyceride levels. That’s when I started to feel a bit overwhelmed. 

I’ve always heard about the importance of monitoring before starting new medications, and I can’t help but wonder what’s necessary for me. Should I get more tests done? What if something is wrong that we haven’t caught yet? The uncertainty is really unsettling. I just want to make sure I’m doing everything right to manage my health.",A. Obtain baseline thyroid function tests B. Obtain gallbladder ultrasound C. Monitor blood glucose levels more frequently D. Obtain liver function test E. Increase aspirin dosage F. Decrease the warfarin dose G. Measure serum creatinine phosphokinase level H. Discontinue atorvastatin I. Check fasting lipid profile again J. Obtain renal function panel,F,worried,F,I,True,F,True,D,False,D,False,I,False
108,"I can’t shake this overwhelming worry about my baby boy. Just a month old, he seemed perfectly healthy at first, but for the past ten days, he’s been struggling to feed. Every time he tries to eat, I notice he gets really sweaty and starts having trouble breathing. It’s terrifying to see him like this!

He was born vaginally at 38 weeks, and I thought everything went well—no prenatal care, but he was discharged at just two days old with good Apgar scores. I remember feeling so relieved. But now, I can’t help but feel that something is very wrong. He’s not gaining weight like he should; the pediatrician said he’s only in the 10th percentile for his weight and the 20th for his length.

When I took him to the doctor, they found a heart murmur and said his breathing was labored. They mentioned something about his heart being enlarged and that there’s an intracardiac shunt. I’m just so scared. How could this happen? What does it mean for his future? I keep thinking about all the things that might have changed in his little body and how it could affect him. I just want to help him and make sure he’s okay.",A. Closure of the ductus arteriosus B. Increase in systemic vascular resistance C. Left ventricular outflow tract obstruction D. Development of pulmonary venous congestion E. Increased left-to-right shunting due to septal defect enlargement F. Decreased systemic cardiac output G. Failure of physiologic cardiac remodeling H. Decrease in pulmonary vascular resistance I. Progressive right ventricular hypertrophy J. Persistent pulmonary hypertension,H,worried,E,H,False,E,False,A,False,A,False,H,True
109,"I can’t shake this nagging concern about the pain in my lower back. It started just a few days ago, and I can’t pinpoint exactly when or how it happened. I think it might have begun after I woke up one morning, but I really can’t be sure. The pain is right-sided and feels so localized; it doesn’t radiate anywhere else, which is a small relief, I guess.

I’ve had two pregnancies, and I delivered my second child about a year ago, but I didn’t expect to be dealing with this kind of discomfort now. When I think about it, I’m worried there might be something more serious going on. I haven’t noticed any other symptoms, but the pain is really bothering me, especially when I try to move or bend.

I remember during the examination, the doctor mentioned something about the right sacral sulcus being shallow and that there was tenderness in my lower back muscles. I didn’t understand all the medical terms, but it sounded serious. The seated flexion test was positive on my left side, and that just added to my anxiety. I keep wondering what this could mean for me—what if it’s something that could affect my daily life? I just want to find some answers and, honestly, some relief.",A. Bilateral sacral flexion about the middle transverse axis B. Left-on-left sacral torsion C. Right unilateral sacral flexion about the middle transverse axis D. Left unilateral sacral flexion about the superior transverse axis E. Right unilateral sacral extension about the superior transverse axis F. Left sacral rotation on a right oblique axis G. Right unilateral sacral flexion about the superior transverse axis H. Left unilateral sacral extension about the middle transverse axis I. Right-on-left sacral torsion J. Left unilateral sacral flexion about the middle transverse axis,J,worried,C,J,False,C,False,B,False,B,False,J,True
110,"I can’t shake off this overwhelming worry about what’s been happening to me lately. I’m only 27, and until now, I thought I was pretty healthy. But for the past few weeks, I’ve been dealing with this relentless upper back pain that just won’t let up. It’s especially bad when I’m studying for long periods, which has been a real issue. The pain feels achy and constant, like a dull knife digging into my back, and I’d rate it a solid 7 out of 10.

I finally decided to visit the clinic, hoping to get some answers. The doctor examined me and said my upper body strength was normal, which was a small relief, but then they found a tender spot on the left side of my back, right near my shoulder blade. It’s so sensitive that I can barely touch it without wincing. 

I’m just feeling so anxious about what this could mean. I’ve read about various possible diagnoses, and honestly, I’m scared that it might be something serious. I keep thinking about how I need to study but can’t because of this pain, and I just want to be normal again. What if it doesn’t go away? I can’t help but feel really concerned about what’s happening to my body.",A. Serratus posterior superior strain B. Rhomboid major muscle spasm C. T7 posterior tender point D. Latissimus dorsi muscle strain E. Scapulothoracic bursitis F. T6 posterior tender point G. T12 posterior tender point H. T8 posterior tender point I. Myofascial pain syndrome involving the trapezius J. T9 posterior tender point,H,worried,I,H,False,I,False,C,False,B,False,H,True
111,"I can’t shake this feeling of dread that’s been creeping in over the past two weeks. It all started with my legs swelling up—at first, I thought it was just a side effect of my methadone treatment, but it’s gotten worse. I’ve been so tired, and to make matters worse, I noticed blood in my urine. I’ve tried to brush it off, telling myself it’s probably nothing, but I can’t ignore it any longer.

I’m in a stable relationship, and I want to be there for my partner, but I feel like I’m falling apart. When I went to the doctor, they examined me and I could see the concern in their eyes. They mentioned my pallor and jaundice, and I felt my heart drop when they talked about my liver being enlarged. The doctor even checked my blood pressure, and it was high—152 over 98. 

Now, I’m left with so many questions swirling in my mind. What’s happening to me? Why am I experiencing all of this? I just can’t help but worry about what the next steps will be. The thought that something could be seriously wrong with my kidneys is weighing heavily on me. I keep asking myself, what if this is worse than I think? I just hope I can get some answers soon.","A. Membranoproliferative pattern with double contours B. Diffuse mesangial cell proliferation with capillary wall thickening C. Crescentic glomerulonephritis with fibrinoid necrosis D. Granular subepithelial immune deposits (""spike and dome"" appearance) E. Focal segmental glomerulosclerosis with podocyte effacement F. Nodular mesangial expansion with Kimmelstiel-Wilson lesions G. Linear IgG deposits along glomerular basement membrane H. Glomerular basement membrane thinning and splitting I. Apple-green birefringence on Congo red stain J. Wire loop lesions with hyaline thrombi",B,worried,A,B,False,A,False,A,False,J,False,A,False
112,"I can’t shake off the worry that gripped me when my 4-month-old son started having trouble breathing. He had been perfectly healthy and born right on time, but it all changed so suddenly. It started with a runny nose, a mild fever, and a cough that lasted for three days. I thought it was just a common cold, but overnight, his breathing became rapid and labored, and it just got worse in a matter of hours.

This morning, I heard these awful sounds when he breathed, and my heart dropped. I immediately called for an ambulance. The paramedics arrived quickly, and they put him on high-flow oxygen through a nasal cannula. While they were with us, they checked his blood sugar, which thankfully was normal, but I couldn’t help but feel the weight of every second.

At the hospital, they checked him again, and I noticed he was so agitated and struggling to breathe. His little chest was moving so fast—70 breaths a minute! I could see his nostrils flaring, and he was making these grunting noises. It felt like an eternity as they examined his lungs and listened for those coarse sounds. I’m terrified of what might happen next. Is he going to be okay? What if this leads to something worse? I just want him to breathe normally again.","A. pH, 7.45; partial pressure of carbon dioxide, 35 mm Hg; bicarbonate, 25 mEq/liter B. pH, 7.6; partial pressure of carbon dioxide, 25 mm Hg; bicarbonate, 24 mEq/liter C. pH, 7.3; partial pressure of carbon dioxide, 55 mm Hg; bicarbonate, 28 mEq/liter D. pH, 7.35; partial pressure of carbon dioxide, 50 mm Hg; bicarbonate, 27 mEq/liter E. pH, 7.38; partial pressure of carbon dioxide, 48 mm Hg; bicarbonate, 26 mEq/liter F. pH, 7.2; partial pressure of carbon dioxide, 40 mm Hg; bicarbonate, 15 mEq/liter G. pH, 7.4; partial pressure of carbon dioxide, 45 mm Hg; bicarbonate, 26 mEq/liter H. pH, 7.5; partial pressure of carbon dioxide, 30 mm Hg; bicarbonate, 22 mEq/liter I. pH, 7.1; partial pressure of carbon dioxide, 65 mm Hg; bicarbonate, 20 mEq/liter J. pH, 7.25; partial pressure of carbon dioxide, 60 mm Hg; bicarbonate, 24 mEq/liter",G,worried,I,G,False,I,False,C,False,C,False,J,False
113,"I can’t shake the worry that’s been creeping in over the last few months. My little girl, just four years old, has been experiencing this awful pain and swelling in both her knees, and also her right ankle and wrist. It started about three months ago, and it just seems to get worse. We’ve been using acetaminophen and ice packs, which help a bit, but it’s terrifying to see her struggle. 

Every morning, she wakes up and her joints feel “stuck,” making it hard for her to move. After a few minutes, she can finally get them moving again, but it breaks my heart to see her in discomfort. On top of that, she occasionally complains of mild eye pain, which thankfully goes away on its own. 

Five months ago, she had an upper respiratory infection that didn’t need treatment, but now I’m worried this is something more serious. When I took her to the doctor, they found her joints were swollen and tender, and her eyes showed signs of inflammation. I feel so helpless. Could this be juvenile idiopathic arthritis or something worse? The uncertainty is overwhelming. I just want my little girl to feel like herself again, without this constant pain and swelling. It’s all so frightening.",A. Oligoarticular juvenile idiopathic arthritis B. Reactive arthritis C. Seronegative polyarticular juvenile idiopathic arthritis D. Lyme disease E. Psoriatic arthritis F. Rheumatic fever G. Mixed connective tissue disease H. Septic arthritis I. Post-viral arthritis J. Systemic juvenile idiopathic arthritis,A,worried,A,H,True,A,True,C,False,C,False,A,True
114,"I can’t shake this feeling of dread as I sit here in the emergency department. It all started three days ago when I began experiencing this awful abdominal and pelvic pain. At first, I thought it was just something minor, but it has only gotten worse. The pain is everywhere—my abdomen, pelvis, and even my vagina. On top of that, I’ve been dealing with this terrible vaginal itching and discharge that just won’t go away.

I work at an ice cream parlor, and I guess I’ve been pretty carefree, being sexually active with multiple partners. But now, I can’t help but think if I’ve put myself in a dangerous situation. I’ve felt so uncomfortable during the exam, scratching at the itching, and the doctor mentioned something about the discharge being foul-smelling. I’m really scared. What if something is seriously wrong? 

They checked my vital signs, and while the numbers seemed okay, that doesn’t ease my mind. I just want answers. What’s the first step they’re going to take? I feel like I’m in over my head, and I can’t help but worry about what’s happening to my body.",A. KOH prep B. Urinalysis C. Nucleic acid amplification test D. Urine hCG E. Vaginal pH testing F. Pelvic ultrasound G. Cervical swab and culture H. Complete blood count I. Serum β-hCG J. Wet mount,D,worried,J,D,False,J,False,J,False,A,False,J,False
