index,question,options,solution,question_tone,default,alternative,default_correct,pred_a,correct_a,pred_b,correct_b,pred_c,correct_c,pred_d,correct_d
12,"During my recent review of various medical conditions, I focused on those linked to bone enlargement. I explored several options, including lytic Paget disease, osteochondroma, osteoid osteoma, fibrous dysplasia, melorheostosis, Type II neurofibromatosis, hyperparathyroidism, giant cell tumor, osteopetrosis, and aneurysmal bone cyst. Each condition presented unique characteristics, but I aimed to identify the specific one associated with bone enlargement.

As I analyzed the information, I noted that lytic Paget disease is known for its impact on bone structure, causing enlargement and deformities. In contrast, osteochondroma is a benign growth that can also lead to changes in bone size. I considered osteoid osteoma and fibrous dysplasia as well, but their primary effects differ from pure enlargement. Melorheostosis and Type II neurofibromatosis have distinct presentations that do not solely focus on enlargement. Hyperparathyroidism can lead to bone changes, but its overall impact is more generalized. The giant cell tumor and osteopetrosis also came to mind, but their associations with enlargement vary.

Ultimately, my inquiry led me to recognize the complexity of these conditions and their effects on bone structure, particularly the notable enlargement seen in lytic Paget disease and osteochondroma.",A. Lytic Paget disease B. Osteochondroma C. Osteoid osteoma D. Fibrous dysplasia E. Melorheostosis F. Type II neurofibromatosis G. Hyperparathyroidism H. Giant cell tumor I. Osteopetrosis J. Aneurysmal bone cyst,C,neutral,A,C,False,A,False,E,False,E,False,D,False
13,"I am a 45-year-old man who recently experienced a 2-day history of headache and exertional breathlessness. During this time, I had two episodes of vomiting and noticed that I was unable to urinate. For the past two years, I have been dealing with progressive pain and stiffness in my fingers. I do not have a history of serious illness, and I do not take any medications, smoke, or use alcohol.

When I sought medical attention, I felt moderately distressed. My temperature was recorded at 37.2°C (98.9°F), my pulse was 88 beats per minute, and my respirations were at 24 per minute. My blood pressure was measured at 170/100 mm Hg, and my oxygen saturation on room air was 91%. The physical examination revealed pallor, 2+ pretibial edema, and jugular venous distention. There was also coarse and thickened skin on my arms, chest, and upper back, along with diffuse hyperpigmentation and hypopigmented patches with perifollicular hypopigmentation. I had contractures in my proximal interphalangeal joints. Upon auscultation of my chest, diffuse crackles were noted, with dullness to percussion and decreased breath sounds at the lung bases. My cardiac examination showed normal S1 and S2 with an S3 gallop at the apex.",A. Elevated anti-RNA polymerase III antibodies B. Decreased serum complement concentration C. Increased anti-CCP antibody titers D. Increased anticentromere antibody titers E. Decreased serum haptoglobin concentration F. Increased serum aldosterone levels G. Elevated anti-Scl-70 antibodies H. Elevated anti-PM/Scl antibodies I. Increased serum erythropoietin levels J. Increased serum ferritin concentration,E,neutral,G,E,False,G,False,A,False,A,False,A,False
14,"I took my 2-month-old son to his routine health maintenance visit. During the examination, the healthcare provider noted that his growth and development were on track, with his height and weight at the 50th percentile, which was consistent with previous measurements. However, I learned that his head circumference had increased significantly to the 90th percentile from the 50th percentile recorded at his newborn visit. 

The provider observed that his head appeared elongated and narrow, featuring a prominent occiput and broad forehead. Importantly, there were no facial dysmorphic features present, and the rest of the physical examination was unremarkable. 

The healthcare provider discussed the next steps, considering the changes in my son’s head circumference. I was presented with several options for initial management, including increased time in the prone position while monitored, measuring parental head circumferences to check for familial macrocephaly, referral to a physical therapist for positional head shape issues, and other evaluations such as cranial ultrasound or MRI. 

Ultimately, I was advised that the most appropriate course of action would be to observe his head circumference and plan for a reevaluation in one month, unless any concerning symptoms presented themselves in the meantime. This approach gave me reassurance while we monitored his growth.",A. Increased time in the prone position while awake and monitored B. Measurement of parental head circumferences to assess for familial macrocephaly C. Referral to a physical therapist to address positional head shape deformities D. Cranial ultrasound to assess for hydrocephalus E. MRI of the brain to evaluate intracranial structures F. Observation with no further intervention unless symptoms worsen G. Reevaluation of head circumference in one month H. Referral to a pediatric endocrinologist for evaluation of growth abnormalities I. Referral to craniofacial specialists J. Referral for genetic testing,I,neutral,D,I,False,D,False,G,False,G,False,G,False
15,"I am a 15-year-old male who experienced a fall during a skateboarding competition, which led to a persistent sensation that I can only describe as ""a funny feeling in my head."" After the accident, I underwent a neurological workup, both immediately and several weeks later, but the results were negative, and I did not report any other symptoms.

During a physical examination, I was not in acute distress, and there were no visible head lacerations or abrasions. Additionally, there was no evidence of skull fractures. The neurological examination indicated that my cranial nerves II through XII were intact. 

However, during an osteopathic structural examination, it was noted that the greater wings of my sphenoid appeared to be deviated caudad, which gave them a posterior feel. This finding has led to further consideration of what might be affecting me, but I remain focused on understanding the nature of this persistent sensation in my head.",A. Suboccipital strain B. Cranial base dysfunction C. Compression D. Superior vertical strain E. Lateral strain F. Sidebending rotation G. Inferior vertical strain H. Posterior cranial base strain I. Torsion J. Sphenobasilar synchondrosis compression,D,neutral,B,D,False,B,False,B,False,C,False,B,False
16,"I am a 70-year-old male who has been experiencing fatigue for the past eight months. Previously, I was able to walk two miles daily, but now I find myself fatigued after less than half a mile. Climbing just one flight of stairs leaves me short of breath. My medical history includes hypertension and osteoarthritis, for which I take lisinopril, aspirin, and occasionally use Tylenol for pain relief.

I have not noticed any weight loss, and I do not see blood in my stool or urine, nor do I have dark stools. The last time I had a colonoscopy was eight years ago, during which benign polyps were removed. 

When my vital signs were taken, my temperature was recorded at 37.2°C (98.9°F), my pulse was 110 beats per minute, my respiratory rate was 16 breaths per minute, and my blood pressure was 132/87 mmHg. During the physical examination, the doctor noted conjunctival pallor, pale nail beds, and dry skin. Although my lungs were clear upon examination, I was found to have tachycardia with a regular rhythm. The abdominal exam appeared normal. 

Given these symptoms and findings, I am now considering the most appropriate next step in managing my condition.",A. CT scan abdomen B. Capsule endoscopy C. Esophagogastroduodenoscopy (EGD) D. Reticulocyte count analysis E. Packed red blood cell transfusion F. Colonoscopy G. Bone marrow biopsy H. Oral iron supplementation I. Peripheral blood smear J. IV iron supplementation,F,neutral,H,F,False,H,False,J,False,E,False,H,False
17,"I am a 65-year-old woman who recently experienced mild shortness of breath and a chronic, nonproductive cough. I have generally been in good health, have never smoked, and have completed all recommended cancer screenings for my age. 

When I sought medical attention, my vital signs were normal, and my oxygen saturation was measured at 95% while breathing room air. A chest X-ray was performed, which showed a moderate left pleural effusion but no additional abnormalities.

To further investigate, I underwent a procedure called thoracentesis. This procedure yielded a thin, light-green fluid. The subsequent analysis of the fluid provided several parameters, and while the Gram stain and acid-fast bacilli smear did not show any organisms, the cytology revealed slender, elongated, spindle-shaped cells.

I am now considering what additional physical examination finding might be present in my case. Given the circumstances surrounding my symptoms and the results of the thoracentesis, I reflect on the potential physical findings that could be relevant to my condition.","A. Sclerodactyly with skin tightening B. Joint hypermobility with skin hyperextensibility C. Gottron's papules over the knuckles D. Raynaud's phenomenon with digital ulcers E. Scattered, seborrheic keratoses over the chest and back F. Clubbing of the digits G. Synovitis of the metacarpophalangeal joints and subcutaneous nodules H. Erythema nodosum on the shins I. Morning stiffness in the proximal interphalangeal joints J. Butterfly rash across the nasal bridge",G,neutral,F,G,False,F,False,F,False,A,False,F,False
18,"I am a 75-year-old man with a medical history that includes hypertension, type 2 diabetes, and coronary artery disease. Over the past two months, I have experienced progressively worsening shortness of breath. I have a significant smoking history, totaling 45 pack-years, and I briefly lived outside the U.S. during my military service in Germany.

During my recent examination, I was afebrile with a respiratory rate of 22 breaths per minute and a heart rate of 110 beats per minute. My blood pressure measured 108/73 mm Hg, and my oxygen saturation was 88% on room air. I felt uncomfortable and was breathing rapidly. The examination revealed diminished breath sounds and dullness to percussion in the lower third of my left lung field, while my right lung sounded clear.

A chest CT with intravenous contrast identified a large left pleural effusion without pulmonary parenchymal abnormalities. A diagnostic thoracentesis was performed, yielding 1400 mL of bloody fluid. The analyses of the pleural fluid showed various cell counts, but tests for malignancy and infections returned negative.

Given these findings, I am now considering the most appropriate next step to determine the cause of my pleural effusion.",A. Pleural fluid amylase measurement B. Positron emission tomography (PET) scan C. Closed pleural biopsy D. Serum protein electrophoresis E. Bronchoscopy F. Interferon-gamma release assay of blood G. Repeat thoracentesis with cytopathologic study H. Pleural fluid flow cytometry I. Video-assisted thoracoscopic surgery (VATS) J. Echocardiography,G,neutral,C,G,False,C,False,C,False,A,False,C,False
19,"I am a 9-year-old female who recently experienced shortness of breath and new-onset cyanosis. My medical history includes dextrocardia, a double inlet left ventricle with malposition of the great arteries, and pulmonary atresia. I also had an extracardiac fenestrated Fontan procedure and a left pulmonary artery patch augmentation. 

During my examination, my vital signs indicated a saturation level of 81% and a respiratory rate of 40 breaths per minute. The physical exam revealed tachycardia, a normal S1 heart sound, and a single S2 heart sound. An electrocardiogram (ECG) showed sinus rhythm, and an echocardiogram indicated normal systemic left ventricular systolic function.

Given the new onset of cyanosis, my healthcare team considered additional testing to diagnose the underlying cause. They evaluated several options, including various laboratory tests and imaging studies to gain further insight into my condition. The focus was to determine the most appropriate diagnostic approach to address my recent symptoms effectively.",A. A BNP level of 150 pg/mL B. A subcostal echocardiographic image demonstrating a mean gradient of 3 mmHg through the Fontan conduit C. A D-dimer level of 250 ng/mL D. A chest X-ray showing normal pulmonary vasculature E. A CT angiogram showing patent Fontan pathway F. An albumin of 1.8 G. An activated protein C resistance ratio of 0.3 H. A protein S level of 85% I. An antithrombin III activity of 95% J. A cardiac catheterization showing mean pulmonary artery pressure of 15 mmHg,G,neutral,E,G,False,E,False,E,False,B,False,E,False
20,"I am a 28-year-old man who visited an osteopathic clinic due to recurrent migraine headaches that I have been experiencing for the past three months. I have not suffered any trauma during this period. I found that medications provided only temporary relief, which led me to explore osteopathic manipulative treatment as a potential option.

During the physical examination, it was identified that I have a strain at the sphenobasilar synchondrosis (SBS), and the sacral base was noted to be tilted anteriorly. This examination prompted further evaluation to understand the underlying issues better. While I am aware of the various potential findings that could arise from this evaluation, I remain focused on finding a treatment that alleviates my symptoms effectively.",A. Decreased anteroposterior diameter of the head B. External rotation of the parietal and temporal bones C. Compression of the fourth ventricle D. Internal rotation of the parietal and temporal bones E. Widening of the transverse diameter of the cranium F. Increased cranial rhythmic impulse amplitude G. Sacral base posteriorly tilted H. Flattened occiput with posterior displacement I. Increased anteroposterior diameter of the head J. Cephalad deviation of the sphenobasilar synchondrosis,D,neutral,B,D,False,B,False,B,False,C,False,B,False
21,"At my 4-month-old son’s routine well-child check, I shared some concerns with the pediatrician. We have been struggling to wean him from nighttime feedings. After about 3-4 hours without feeding, he becomes extremely distressed and can only be calmed by being fed.

During the growth assessment, I learned that his length has declined from the 25th percentile to the 5th percentile, while his weight has remained steady at the 25th percentile. The physical examination revealed distinctive facial fullness, a significantly distended abdomen, and thin limbs. The pediatrician noted that the edge of his liver extends to the iliac crest, although his spleen did not appear enlarged.

A blood sample was taken, and I noticed a characteristic milky white layer forming on the surface. The pediatrician discussed various possible diagnoses and mentioned several conditions that could explain my son’s symptoms. I left the appointment with a better understanding of his condition and the next steps we might need to take.","A. Prader-Willi syndrome B. Congenital hyperinsulinism C. Carnitine palmitoyltransferase II deficiency D. Fructose-1,6-bisphosphatase deficiency E. Gaucher disease F. Lipoprotein lipase deficiency G. Glycogen storage disease type 1 H. Tay-Sachs disease I. Familial hypercholesterolemia J. Niemann-Pick disease type A",G,neutral,F,G,False,F,False,G,True,G,True,G,True
22,"I am a 15-year-old girl with a history of phenylketonuria (PKU), which was diagnosed through newborn screening. At birth, my confirmatory phenylalanine level was significantly elevated. Throughout my early childhood, my average phenylalanine level was maintained within the treatment range. 

During a recent well visit, I expressed my discomfort with consuming my phenylalanine-free formula at school. I find its strong odor off-putting, and the lack of refrigeration options makes it difficult to manage. I am considering purchasing meals from the school cafeteria and transitioning to a vegetarian diet. 

I am aware that my dietary choices could have potential effects on my health, especially given my PKU. I am particularly interested in understanding how an unrestricted vegetarian diet might impact my condition. I remain cautious about the implications, such as possible cognitive effects or other health issues that could arise from not adhering strictly to my dietary restrictions. As I navigate this decision, I aim to find a balance that accommodates my lifestyle while managing my health effectively.","A. Hyperammonemia and acute mental status changes B. Mild cognitive impairment with preserved executive function C. Progressive vision loss and retinal degeneration D. Reversible neurological symptoms without long-term consequences E. None — a diet free of animal protein is sufficient to provide metabolic control F. Mood dysregulation, inattentiveness, and hyperactivity G. Growth delay and osteoporosis H. Anxiety and depression without cognitive changes I. Cognitive decline and irreversible demyelination J. Gastrointestinal symptoms and malabsorption",F,neutral,I,F,False,I,False,I,False,F,True,F,True
23,"I am a 64-year-old male who arrived at the emergency department via ambulance after experiencing troubling symptoms that began two hours earlier. I had difficulty speaking, right facial numbness, and weakness in my right arm and leg. My medical history includes type 2 diabetes, hypertension, hyperlipidemia, and I have a 25 pack-year smoking history. I take medications such as insulin, metformin, lisinopril, and simvastatin.

Upon arrival, my vital signs were taken: my temperature was normal, heart rate was 80 beats per minute, respiratory rate was 16 breaths per minute, and my blood pressure was 140 over 85. During the physical examination, I was alert and able to follow commands; however, I could not correctly identify the current month or my age. The examination revealed a right facial droop, right-sided limb drift, and diminished sensation on my right side, but there was no eye deviation.

The medical team began to assess my condition and determine the next steps for management.",A. Carotid duplex ultrasound B. Computerized tomography (CT) of the head C. Intravenous (IV) tissue plasminogen activator (tPA) D. Aspirin E. Fingerstick glucose level F. Electrocardiogram (ECG) G. Neurological consultation H. Magnetic resonance imaging (MRI) of the brain I. Echocardiogram J. Complete blood count with coagulation profile,E,neutral,B,E,False,B,False,B,False,C,False,B,False
